Genome	map00010	map00020	map00030	map00040	map00051	map00052	map00053	map00061	map00130	map00220	map00230	map00240	map00250	map00260	map00261	map00270	map00280	map00290	map00300	map00310	map00311	map00330	map00332	map00340	map00350	map00360	map00362	map00380	map00400	map00401	map00430	map00440	map00450	map00460	map00470	map00480	map00500	map00510	map00513	map00520	map00521	map00523	map00525	map00540	map00541	map00550	map00552	map00561	map00562	map00564	map00566	map00600	map00620	map00621	map00622	map00625	map00626	map00630	map00640	map00643	map00650	map00660	map00670	map00680	map00710	map00720	map00730	map00740	map00750	map00760	map00770	map00780	map00790	map00791	map00860	map00900	map00909	map00910	map00920	map00940	map00970	map00984	map00997	map00998	map00999	map01040	map01053	map01055	map01100	map01110	map01120	map01200	map01210	map01212	map01220	map01230	map01232	map01240	map01250	map01310	map01320	rn00010	rn00020	rn00030	rn00040	rn00051	rn00052	rn00053	rn00061	rn00130	rn00220	rn00230	rn00240	rn00250	rn00260	rn00261	rn00270	rn00280	rn00290	rn00300	rn00310	rn00311	rn00330	rn00332	rn00340	rn00350	rn00360	rn00362	rn00380	rn00400	rn00401	rn00430	rn00440	rn00450	rn00460	rn00470	rn00480	rn00500	rn00510	rn00513	rn00520	rn00521	rn00523	rn00525	rn00540	rn00541	rn00550	rn00552	rn00561	rn00562	rn00564	rn00566	rn00600	rn00620	rn00621	rn00622	rn00625	rn00626	rn00630	rn00640	rn00643	rn00650	rn00660	rn00670	rn00680	rn00710	rn00720	rn00730	rn00740	rn00750	rn00760	rn00770	rn00780	rn00790	rn00791	rn00860	rn00900	rn00909	rn00910	rn00920	rn00940	rn00970	rn00984	rn00997	rn00998	rn00999	rn01040	rn01053	rn01055	rn01100	rn01110	rn01120	rn01200	rn01210	rn01212	rn01220	rn01230	rn01232	rn01240	rn01250	rn01310	rn01320
GCF_029866465.1	4	2	4	4	2	4	4	0	1	6	16	4	6	8	1	12	0	1	9	0	0	3	2	10	3	3	0	0	11	0	1	2	1	2	7	10	3	0	0	10	4	4	2	2	12	6	1	5	1	2	2	0	9	0	0	0	0	14	5	2	1	0	6	9	6	6	7	6	1	4	4	2	3	2	11	9	0	9	3	0	4	0	1	1	0	0	0	1	210	90	65	31	5	0	0	45	6	47	17	5	1	4	2	4	4	2	4	4	0	1	6	16	4	6	8	1	12	0	1	9	0	0	3	2	10	3	3	0	0	11	0	1	2	1	2	7	10	3	0	0	10	4	4	2	2	12	6	1	5	1	2	2	0	9	0	0	0	0	14	5	2	1	0	6	9	6	6	7	6	1	4	4	2	3	2	11	9	0	9	3	0	4	0	1	1	0	0	0	1	210	90	65	31	5	0	0	45	6	47	17	5	1
GCF_029866485.1	5	2	3	1	2	0	0	0	1	3	9	7	6	8	3	7	1	2	6	0	0	2	2	7	0	0	0	1	11	1	0	0	0	0	6	1	1	0	0	8	4	4	2	2	6	6	1	0	1	1	0	0	7	0	0	0	0	4	2	0	0	0	7	3	7	6	2	4	1	1	3	3	1	0	12	3	0	2	2	0	4	0	0	1	0	0	0	1	121	71	34	15	6	0	0	38	6	36	11	0	1	5	2	3	1	2	0	0	0	1	3	9	7	6	8	3	7	1	2	6	0	0	2	2	7	0	0	0	1	11	1	0	0	0	0	6	1	1	0	0	8	4	4	2	2	6	6	1	0	1	1	0	0	7	0	0	0	0	4	2	0	0	0	7	3	7	6	2	4	1	1	3	3	1	0	12	3	0	2	2	0	4	0	0	1	0	0	0	1	121	71	34	15	6	0	0	38	6	36	11	0	1
GCF_029869925.1	4	1	5	7	1	3	0	0	0	9	15	6	9	8	1	6	1	1	7	0	0	4	2	8	0	0	0	0	11	1	0	0	1	0	6	5	2	0	0	10	4	4	2	2	8	5	1	3	1	2	2	0	10	0	0	0	0	8	4	0	3	0	6	6	6	5	3	9	2	2	3	4	8	2	11	8	0	9	2	0	5	0	0	2	0	0	0	1	179	87	52	23	5	0	0	42	6	44	13	4	0	4	1	5	7	1	3	0	0	0	9	15	6	9	8	1	6	1	1	7	0	0	4	2	8	0	0	0	0	11	1	0	0	1	0	6	5	2	0	0	10	4	4	2	2	8	5	1	3	1	2	2	0	10	0	0	0	0	8	4	0	3	0	6	6	6	5	3	9	2	2	3	4	8	2	11	8	0	9	2	0	5	0	0	2	0	0	0	1	179	87	52	23	5	0	0	42	6	44	13	4	0
GCF_029889745.1	4	2	4	2	1	3	0	0	0	1	13	6	6	4	2	7	1	0	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	12	1	1	1	0	3	6	1	5	1	1	1	0	2	0	0	0	0	1	0	0	1	0	4	1	5	2	0	4	0	3	3	0	0	0	1	7	0	1	0	0	5	0	0	0	0	0	0	1	81	39	16	10	2	0	0	17	5	19	11	0	0	4	2	4	2	1	3	0	0	0	1	13	6	6	4	2	7	1	0	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	12	1	1	1	0	3	6	1	5	1	1	1	0	2	0	0	0	0	1	0	0	1	0	4	1	5	2	0	4	0	3	3	0	0	0	1	7	0	1	0	0	5	0	0	0	0	0	0	1	81	39	16	10	2	0	0	17	5	19	11	0	0
GCF_029909795.1	4	5	7	3	2	2	0	0	1	7	15	9	11	13	1	9	1	2	6	0	0	3	2	8	1	1	0	0	10	0	2	0	1	0	6	13	2	0	0	8	5	4	2	2	8	5	1	4	3	1	1	0	9	0	0	1	0	21	2	1	2	1	14	9	7	10	5	8	1	3	3	4	4	0	15	8	0	11	7	0	4	0	0	2	0	0	1	1	219	84	68	36	5	0	0	45	9	51	13	5	2	4	5	7	3	2	2	0	0	1	7	15	9	11	13	1	9	1	2	6	0	0	3	2	8	1	1	0	0	10	0	2	0	1	0	6	13	2	0	0	8	5	4	2	2	8	5	1	4	3	1	1	0	9	0	0	1	0	21	2	1	2	1	14	9	7	10	5	8	1	3	3	4	4	0	15	8	0	11	7	0	4	0	0	2	0	0	1	1	219	84	68	36	5	0	0	45	9	51	13	5	2
GCF_029910535.1	3	1	5	1	2	2	0	0	4	3	11	5	6	5	2	5	0	0	3	1	0	3	2	0	0	0	0	0	7	1	0	0	0	0	4	0	2	0	0	10	7	7	5	0	9	4	0	0	1	1	0	0	4	0	0	0	0	2	1	0	2	0	3	0	6	2	2	3	0	1	3	0	2	0	1	7	0	2	1	0	5	0	0	1	0	0	0	2	93	53	16	10	3	0	0	20	5	16	16	0	0	3	1	5	1	2	2	0	0	4	3	11	5	6	5	2	5	0	0	3	1	0	3	2	0	0	0	0	0	7	1	0	0	0	0	4	0	2	0	0	10	7	7	5	0	9	4	0	0	1	1	0	0	4	0	0	0	0	2	1	0	2	0	3	0	6	2	2	3	0	1	3	0	2	0	1	7	0	2	1	0	5	0	0	1	0	0	0	2	93	53	16	10	3	0	0	20	5	16	16	0	0
GCF_029961225.1	4	2	7	5	2	2	1	0	1	2	13	6	6	5	2	7	1	0	5	0	0	2	2	5	0	0	0	0	3	0	0	0	0	0	6	2	1	0	0	8	5	5	3	0	7	5	1	4	2	1	1	0	3	0	0	0	0	2	0	0	1	0	4	0	6	3	6	5	0	4	3	0	2	0	0	8	0	1	0	0	5	0	0	0	0	0	0	2	108	57	19	13	3	0	0	28	5	27	12	0	0	4	2	7	5	2	2	1	0	1	2	13	6	6	5	2	7	1	0	5	0	0	2	2	5	0	0	0	0	3	0	0	0	0	0	6	2	1	0	0	8	5	5	3	0	7	5	1	4	2	1	1	0	3	0	0	0	0	2	0	0	1	0	4	0	6	3	6	5	0	4	3	0	2	0	0	8	0	1	0	0	5	0	0	0	0	0	0	2	108	57	19	13	3	0	0	28	5	27	12	0	0
GCF_029962465.1	6	2	5	9	7	3	4	0	6	2	13	8	6	11	2	9	1	1	7	0	0	8	2	5	0	1	0	1	14	1	0	0	1	0	7	5	1	0	0	13	5	5	4	2	12	6	2	6	1	4	0	1	9	0	0	0	0	15	5	0	0	3	7	7	6	6	6	5	3	5	4	5	3	0	14	8	0	2	5	0	5	0	0	1	0	0	2	2	223	96	59	30	5	0	1	40	9	56	19	1	1	6	2	5	9	7	3	4	0	6	2	13	8	6	11	2	9	1	1	7	0	0	8	2	5	0	1	0	1	14	1	0	0	1	0	7	5	1	0	0	13	5	5	4	2	12	6	2	6	1	4	0	1	9	0	0	0	0	15	5	0	0	3	7	7	6	6	6	5	3	5	4	5	3	0	14	8	0	2	5	0	5	0	0	1	0	0	2	2	223	96	59	30	5	0	1	40	9	56	19	1	1
GCF_029981845.1	3	2	3	1	1	0	0	0	0	0	4	3	1	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	5	0	0	0	2	2	4	0	0	1	1	0	0	5	0	0	0	0	0	0	0	1	0	3	0	7	4	4	6	0	2	3	3	4	0	6	5	0	0	0	0	3	0	0	0	0	0	0	0	67	26	17	11	1	0	0	8	5	29	6	0	0	3	2	3	1	1	0	0	0	0	0	4	3	1	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	5	0	0	0	2	2	4	0	0	1	1	0	0	5	0	0	0	0	0	0	0	1	0	3	0	7	4	4	6	0	2	3	3	4	0	6	5	0	0	0	0	3	0	0	0	0	0	0	0	67	26	17	11	1	0	0	8	5	29	6	0	0
GCF_029983095.1	3	2	6	2	1	11	0	0	0	2	13	9	7	6	2	6	1	1	5	0	0	2	2	7	0	0	0	0	9	0	0	2	0	0	5	1	3	0	0	13	0	0	0	0	3	5	1	7	1	2	1	0	5	0	0	0	0	2	1	0	1	0	4	1	5	3	2	4	0	3	3	0	0	0	2	8	0	6	2	0	5	0	0	1	0	0	0	0	126	57	30	13	4	0	0	35	5	26	10	4	0	3	2	6	2	1	11	0	0	0	2	13	9	7	6	2	6	1	1	5	0	0	2	2	7	0	0	0	0	9	0	0	2	0	0	5	1	3	0	0	13	0	0	0	0	3	5	1	7	1	2	1	0	5	0	0	0	0	2	1	0	1	0	4	1	5	3	2	4	0	3	3	0	0	0	2	8	0	6	2	0	5	0	0	1	0	0	0	0	126	57	30	13	4	0	0	35	5	26	10	4	0
GCF_030060435.1	5	3	9	6	1	4	1	0	6	2	14	6	7	13	2	10	1	1	8	0	0	7	2	8	0	0	0	0	13	1	0	2	0	0	6	5	3	0	0	13	3	2	2	2	7	5	1	3	3	3	1	1	14	0	0	0	0	8	4	0	2	0	7	7	10	6	7	12	3	3	4	4	10	0	14	8	0	8	4	0	6	0	0	1	0	0	3	1	225	105	66	32	6	0	0	45	6	64	16	7	1	5	3	9	6	1	4	1	0	6	2	14	6	7	13	2	10	1	1	8	0	0	7	2	8	0	0	0	0	13	1	0	2	0	0	6	5	3	0	0	13	3	2	2	2	7	5	1	3	3	3	1	1	14	0	0	0	0	8	4	0	2	0	7	7	10	6	7	12	3	3	4	4	10	0	14	8	0	8	4	0	6	0	0	1	0	0	3	1	225	105	66	32	6	0	0	45	6	64	16	7	1
GCF_030064165.1	4	2	5	2	1	1	0	0	0	3	15	7	6	7	1	8	3	3	8	0	0	2	2	10	2	2	0	0	10	0	1	1	1	0	7	5	1	0	0	7	3	3	2	2	7	5	1	2	1	3	1	0	11	0	0	0	0	13	3	1	3	0	7	9	6	7	4	7	1	6	4	4	5	0	14	8	0	1	2	0	4	0	1	2	0	0	0	1	185	80	50	30	7	0	1	43	7	50	11	0	0	4	2	5	2	1	1	0	0	0	3	15	7	6	7	1	8	3	3	8	0	0	2	2	10	2	2	0	0	10	0	1	1	1	0	7	5	1	0	0	7	3	3	2	2	7	5	1	2	1	3	1	0	11	0	0	0	0	13	3	1	3	0	7	9	6	7	4	7	1	6	4	4	5	0	14	8	0	1	2	0	4	0	1	2	0	0	0	1	185	80	50	30	7	0	1	43	7	50	11	0	0
GCF_030122845.1	4	0	6	8	2	4	1	0	0	2	12	8	6	7	2	13	0	1	6	0	0	5	2	5	0	1	0	0	12	0	0	0	0	0	6	0	3	0	0	14	3	3	1	0	6	8	2	6	1	2	2	0	2	0	0	0	0	3	1	0	0	0	5	1	5	2	7	7	0	4	3	1	5	0	14	8	0	5	2	0	5	0	0	1	0	0	1	1	157	83	33	11	5	0	0	38	5	43	16	4	1	4	0	6	8	2	4	1	0	0	2	12	8	6	7	2	13	0	1	6	0	0	5	2	5	0	1	0	0	12	0	0	0	0	0	6	0	3	0	0	14	3	3	1	0	6	8	2	6	1	2	2	0	2	0	0	0	0	3	1	0	0	0	5	1	5	2	7	7	0	4	3	1	5	0	14	8	0	5	2	0	5	0	0	1	0	0	1	1	157	83	33	11	5	0	0	38	5	43	16	4	1
GCF_030177755.1	4	5	8	7	3	3	1	0	0	3	13	8	7	8	1	6	0	1	6	0	0	3	2	4	0	0	2	0	12	0	0	0	0	0	5	2	2	0	0	9	1	0	0	1	3	6	2	2	3	1	1	0	8	0	0	0	0	4	3	0	2	0	8	3	6	6	1	6	1	2	2	0	2	0	20	6	0	6	4	0	4	0	0	1	0	0	0	0	159	72	54	23	4	0	2	38	7	40	9	4	1	4	5	8	7	3	3	1	0	0	3	13	8	7	8	1	6	0	1	6	0	0	3	2	4	0	0	2	0	12	0	0	0	0	0	5	2	2	0	0	9	1	0	0	1	3	6	2	2	3	1	1	0	8	0	0	0	0	4	3	0	2	0	8	3	6	6	1	6	1	2	2	0	2	0	20	6	0	6	4	0	4	0	0	1	0	0	0	0	159	72	54	23	4	0	2	38	7	40	9	4	1
GCF_030227225.2	3	2	5	2	1	1	0	0	1	3	15	8	7	8	1	6	0	1	6	0	0	2	2	8	0	0	0	0	14	1	0	0	1	1	6	1	1	0	0	8	4	3	2	0	5	5	1	4	2	1	1	0	3	0	0	0	0	5	2	0	0	0	5	3	3	3	4	7	0	5	3	3	2	0	8	8	0	3	2	0	4	0	0	1	0	0	0	1	138	74	30	17	4	0	0	41	11	38	9	0	1	3	2	5	2	1	1	0	0	1	3	15	8	7	8	1	6	0	1	6	0	0	2	2	8	0	0	0	0	14	1	0	0	1	1	6	1	1	0	0	8	4	3	2	0	5	5	1	4	2	1	1	0	3	0	0	0	0	5	2	0	0	0	5	3	3	3	4	7	0	5	3	3	2	0	8	8	0	3	2	0	4	0	0	1	0	0	0	1	138	74	30	17	4	0	0	41	11	38	9	0	1
GCF_030246965.1	4	2	4	4	2	0	0	0	2	3	13	6	6	6	1	8	0	1	4	0	0	0	0	5	0	0	0	0	12	1	0	0	0	0	6	1	1	0	0	6	3	3	2	0	4	6	1	4	1	1	0	0	4	0	0	0	0	3	1	0	0	0	6	2	4	5	3	3	0	3	3	0	1	0	1	6	0	2	1	0	4	0	0	1	0	0	1	1	108	57	21	13	4	0	0	34	7	24	7	0	0	4	2	4	4	2	0	0	0	2	3	13	6	6	6	1	8	0	1	4	0	0	0	0	5	0	0	0	0	12	1	0	0	0	0	6	1	1	0	0	6	3	3	2	0	4	6	1	4	1	1	0	0	4	0	0	0	0	3	1	0	0	0	6	2	4	5	3	3	0	3	3	0	1	0	1	6	0	2	1	0	4	0	0	1	0	0	1	1	108	57	21	13	4	0	0	34	7	24	7	0	0
GCF_030252185.1	2	2	5	4	1	1	0	0	6	5	15	7	8	9	1	8	0	1	7	0	0	2	2	6	0	2	3	0	15	1	0	0	1	0	6	2	3	0	0	10	4	3	2	0	5	5	1	6	2	1	1	0	7	1	1	0	0	9	3	0	0	0	7	3	5	5	3	9	0	5	3	1	4	0	8	8	0	3	2	0	4	0	0	1	0	0	1	1	162	89	41	23	5	0	3	43	10	42	11	0	1	2	2	5	4	1	1	0	0	6	5	15	7	8	9	1	8	0	1	7	0	0	2	2	6	0	2	3	0	15	1	0	0	1	0	6	2	3	0	0	10	4	3	2	0	5	5	1	6	2	1	1	0	7	1	1	0	0	9	3	0	0	0	7	3	5	5	3	9	0	5	3	1	4	0	8	8	0	3	2	0	4	0	0	1	0	0	1	1	162	89	41	23	5	0	3	43	10	42	11	0	1
GCF_030252245.1	4	1	7	3	2	3	0	0	3	2	14	7	5	9	2	8	0	1	7	0	0	7	2	8	0	0	0	0	14	1	0	0	1	0	6	3	3	0	0	13	4	4	2	2	10	5	1	3	1	4	2	0	11	0	0	0	0	9	3	0	1	0	4	8	7	4	3	8	3	2	4	4	9	0	10	7	0	6	4	0	5	0	0	1	0	0	0	1	188	91	50	28	5	0	0	42	7	51	18	5	1	4	1	7	3	2	3	0	0	3	2	14	7	5	9	2	8	0	1	7	0	0	7	2	8	0	0	0	0	14	1	0	0	1	0	6	3	3	0	0	13	4	4	2	2	10	5	1	3	1	4	2	0	11	0	0	0	0	9	3	0	1	0	4	8	7	4	3	8	3	2	4	4	9	0	10	7	0	6	4	0	5	0	0	1	0	0	0	1	188	91	50	28	5	0	0	42	7	51	18	5	1
GCF_030252345.1	4	2	9	7	2	4	1	0	1	4	18	6	9	9	1	10	1	1	8	0	0	5	3	8	1	2	2	0	16	0	0	2	1	0	10	8	2	0	0	12	4	3	2	0	5	10	1	7	2	2	1	0	10	1	1	1	0	8	0	1	2	0	6	4	6	6	3	11	0	4	3	4	6	0	17	8	0	5	1	0	6	2	0	2	0	0	1	1	210	95	54	20	5	0	3	45	9	56	14	2	1	4	2	9	7	2	4	1	0	1	4	18	6	9	9	1	10	1	1	8	0	0	5	3	8	1	2	2	0	16	0	0	2	1	0	10	8	2	0	0	12	4	3	2	0	5	10	1	7	2	2	1	0	10	1	1	1	0	8	0	1	2	0	6	4	6	6	3	11	0	4	3	4	6	0	17	8	0	5	1	0	6	2	0	2	0	0	1	1	210	95	54	20	5	0	3	45	9	56	14	2	1
GCF_030253495.1	3	1	7	4	2	1	0	0	1	3	12	7	8	10	1	9	0	1	7	0	0	3	2	5	0	0	0	0	13	1	0	0	0	0	6	1	1	0	0	7	3	2	2	0	2	4	1	8	3	2	0	0	4	0	0	0	0	7	0	0	0	0	5	3	4	3	3	3	0	3	3	0	1	0	5	10	0	2	1	0	4	0	0	1	0	0	0	1	130	70	29	15	4	0	0	39	5	27	7	0	0	3	1	7	4	2	1	0	0	1	3	12	7	8	10	1	9	0	1	7	0	0	3	2	5	0	0	0	0	13	1	0	0	0	0	6	1	1	0	0	7	3	2	2	0	2	4	1	8	3	2	0	0	4	0	0	0	0	7	0	0	0	0	5	3	4	3	3	3	0	3	3	0	1	0	5	10	0	2	1	0	4	0	0	1	0	0	0	1	130	70	29	15	4	0	0	39	5	27	7	0	0
GCF_030254645.1	4	2	6	3	2	2	3	0	1	5	13	7	8	8	1	7	3	1	7	0	0	3	2	8	2	4	0	1	9	0	0	0	1	0	6	3	1	0	0	8	4	3	2	2	8	5	1	3	3	3	1	0	6	0	0	0	0	13	3	2	3	0	8	6	5	8	3	6	1	3	5	3	4	0	13	8	0	8	4	0	4	0	1	2	0	0	0	1	184	81	58	26	5	0	0	39	7	44	13	5	1	4	2	6	3	2	2	3	0	1	5	13	7	8	8	1	7	3	1	7	0	0	3	2	8	2	4	0	1	9	0	0	0	1	0	6	3	1	0	0	8	4	3	2	2	8	5	1	3	3	3	1	0	6	0	0	0	0	13	3	2	3	0	8	6	5	8	3	6	1	3	5	3	4	0	13	8	0	8	4	0	4	0	1	2	0	0	0	1	184	81	58	26	5	0	0	39	7	44	13	5	1
GCF_030263935.1	3	1	7	8	2	2	1	0	0	3	13	9	7	8	2	16	0	2	6	0	0	5	2	6	0	0	0	0	10	0	0	0	0	0	7	3	4	0	0	13	4	3	1	0	5	9	2	7	3	3	1	0	7	0	0	0	0	5	1	0	0	0	6	4	5	4	4	6	0	6	3	0	4	0	12	8	0	10	3	0	5	0	0	1	0	0	0	1	175	87	47	16	6	0	0	41	6	39	15	8	1	3	1	7	8	2	2	1	0	0	3	13	9	7	8	2	16	0	2	6	0	0	5	2	6	0	0	0	0	10	0	0	0	0	0	7	3	4	0	0	13	4	3	1	0	5	9	2	7	3	3	1	0	7	0	0	0	0	5	1	0	0	0	6	4	5	4	4	6	0	6	3	0	4	0	12	8	0	10	3	0	5	0	0	1	0	0	0	1	175	87	47	16	6	0	0	41	6	39	15	8	1
GCF_030271835.1	5	3	6	4	1	4	0	0	5	2	13	6	7	10	2	8	0	1	8	0	0	4	2	5	0	0	0	0	15	1	0	0	1	0	8	4	2	0	0	12	2	2	2	2	7	5	1	8	1	3	1	0	11	0	0	0	0	11	1	0	1	0	6	12	7	6	4	6	3	4	4	5	5	0	13	8	0	4	5	0	5	0	0	1	0	0	1	1	198	94	54	28	5	0	0	42	7	55	15	3	1	5	3	6	4	1	4	0	0	5	2	13	6	7	10	2	8	0	1	8	0	0	4	2	5	0	0	0	0	15	1	0	0	1	0	8	4	2	0	0	12	2	2	2	2	7	5	1	8	1	3	1	0	11	0	0	0	0	11	1	0	1	0	6	12	7	6	4	6	3	4	4	5	5	0	13	8	0	4	5	0	5	0	0	1	0	0	1	1	198	94	54	28	5	0	0	42	7	55	15	3	1
GCF_030273445.1	4	1	4	2	3	1	0	0	0	1	9	7	6	8	2	11	1	2	6	0	0	5	3	4	0	4	0	0	13	0	0	1	0	0	6	0	3	0	0	11	4	4	2	2	10	6	1	8	1	1	1	0	3	0	0	0	0	2	2	0	0	0	5	1	5	3	5	6	0	1	3	4	3	0	16	7	0	1	1	0	4	0	0	1	0	0	0	1	147	73	30	12	6	0	0	37	5	39	17	0	0	4	1	4	2	3	1	0	0	0	1	9	7	6	8	2	11	1	2	6	0	0	5	3	4	0	4	0	0	13	0	0	1	0	0	6	0	3	0	0	11	4	4	2	2	10	6	1	8	1	1	1	0	3	0	0	0	0	2	2	0	0	0	5	1	5	3	5	6	0	1	3	4	3	0	16	7	0	1	1	0	4	0	0	1	0	0	0	1	147	73	30	12	6	0	0	37	5	39	17	0	0
GCF_030285945.1	4	3	6	3	1	4	1	0	4	2	11	3	6	9	3	14	1	1	6	2	0	7	2	7	0	1	0	0	11	0	0	0	0	0	9	1	3	0	0	8	3	3	1	0	5	7	3	5	1	3	2	0	9	0	0	0	0	5	3	0	3	0	4	2	10	3	6	10	0	5	5	4	5	0	8	8	0	5	3	0	5	0	0	2	0	0	1	1	168	89	40	23	5	0	0	38	5	47	10	4	1	4	3	6	3	1	4	1	0	4	2	11	3	6	9	3	14	1	1	6	2	0	7	2	7	0	1	0	0	11	0	0	0	0	0	9	1	3	0	0	8	3	3	1	0	5	7	3	5	1	3	2	0	9	0	0	0	0	5	3	0	3	0	4	2	10	3	6	10	0	5	5	4	5	0	8	8	0	5	3	0	5	0	0	2	0	0	1	1	168	89	40	23	5	0	0	38	5	47	10	4	1
GCF_030291635.1	4	2	7	2	2	1	3	0	1	11	17	7	14	11	1	11	1	1	8	1	0	9	2	8	6	2	2	0	13	1	0	2	1	0	8	10	1	0	0	7	4	4	2	2	9	5	1	4	1	3	1	0	11	0	0	1	0	27	4	2	2	0	11	11	5	7	5	7	3	3	5	4	8	0	19	8	0	13	8	0	5	0	0	4	0	0	0	1	251	106	85	38	5	0	5	54	8	57	13	4	2	4	2	7	2	2	1	3	0	1	11	17	7	14	11	1	11	1	1	8	1	0	9	2	8	6	2	2	0	13	1	0	2	1	0	8	10	1	0	0	7	4	4	2	2	9	5	1	4	1	3	1	0	11	0	0	1	0	27	4	2	2	0	11	11	5	7	5	7	3	3	5	4	8	0	19	8	0	13	8	0	5	0	0	4	0	0	0	1	251	106	85	38	5	0	5	54	8	57	13	4	2
GCF_030291735.1	7	4	8	7	1	5	1	0	6	7	13	7	9	13	2	16	0	2	8	0	0	11	2	8	1	2	0	0	14	1	0	2	1	0	9	8	3	0	0	13	4	4	2	2	10	7	2	10	2	4	2	1	14	0	0	0	0	11	4	0	2	0	9	9	9	6	7	6	3	4	4	5	5	2	14	8	0	6	5	0	5	0	0	1	1	0	3	1	247	115	67	30	6	0	1	47	8	58	18	2	1	7	4	8	7	1	5	1	0	6	7	13	7	9	13	2	16	0	2	8	0	0	11	2	8	1	2	0	0	14	1	0	2	1	0	9	8	3	0	0	13	4	4	2	2	10	7	2	10	2	4	2	1	14	0	0	0	0	11	4	0	2	0	9	9	9	6	7	6	3	4	4	5	5	2	14	8	0	6	5	0	5	0	0	1	1	0	3	1	247	115	67	30	6	0	1	47	8	58	18	2	1
GCF_030292135.1	3	3	7	2	1	1	1	0	4	2	10	2	5	9	3	17	0	0	6	1	0	4	1	5	0	0	0	0	8	0	0	2	0	0	7	1	2	0	0	4	4	3	1	0	7	3	1	6	3	2	1	0	10	0	0	0	0	7	3	0	2	0	5	4	11	3	5	7	0	5	4	2	5	0	6	8	0	3	2	0	5	0	0	1	0	0	2	1	152	74	42	28	4	0	0	27	5	37	9	2	1	3	3	7	2	1	1	1	0	4	2	10	2	5	9	3	17	0	0	6	1	0	4	1	5	0	0	0	0	8	0	0	2	0	0	7	1	2	0	0	4	4	3	1	0	7	3	1	6	3	2	1	0	10	0	0	0	0	7	3	0	2	0	5	4	11	3	5	7	0	5	4	2	5	0	6	8	0	3	2	0	5	0	0	1	0	0	2	1	152	74	42	28	4	0	0	27	5	37	9	2	1
GCF_030294405.1	5	3	6	8	1	3	1	0	4	3	12	6	7	10	2	10	1	1	4	0	0	0	0	6	0	0	0	0	9	0	0	2	0	0	6	3	1	0	0	11	0	0	0	0	3	6	1	8	2	2	1	0	10	0	0	0	0	7	0	0	1	0	5	3	10	3	5	7	0	4	4	3	2	0	10	7	0	6	2	0	5	0	0	1	0	0	1	0	159	71	41	21	4	0	0	31	5	44	8	4	1	5	3	6	8	1	3	1	0	4	3	12	6	7	10	2	10	1	1	4	0	0	0	0	6	0	0	0	0	9	0	0	2	0	0	6	3	1	0	0	11	0	0	0	0	3	6	1	8	2	2	1	0	10	0	0	0	0	7	0	0	1	0	5	3	10	3	5	7	0	4	4	3	2	0	10	7	0	6	2	0	5	0	0	1	0	0	1	0	159	71	41	21	4	0	0	31	5	44	8	4	1
GCF_030295685.1	4	2	5	2	1	1	1	0	1	9	19	8	11	12	1	10	1	2	8	0	0	5	2	5	0	2	2	0	12	1	0	0	1	0	6	5	1	0	0	8	2	2	2	2	5	5	1	3	1	2	1	0	11	2	2	0	1	10	3	0	2	0	7	5	5	6	4	8	3	2	5	4	9	2	15	7	0	9	4	0	4	0	0	1	0	0	0	1	194	92	60	24	7	0	3	46	9	53	10	4	1	4	2	5	2	1	1	1	0	1	9	19	8	11	12	1	10	1	2	8	0	0	5	2	5	0	2	2	0	12	1	0	0	1	0	6	5	1	0	0	8	2	2	2	2	5	5	1	3	1	2	1	0	11	2	2	0	1	10	3	0	2	0	7	5	5	6	4	8	3	2	5	4	9	2	15	7	0	9	4	0	4	0	0	1	0	0	0	1	194	92	60	24	7	0	3	46	9	53	10	4	1
GCF_030296055.1	2	2	3	2	1	1	0	0	0	2	16	6	7	7	1	6	0	1	5	0	0	3	2	4	0	0	0	0	12	1	0	0	1	0	5	1	1	0	0	7	2	2	2	2	8	5	1	1	0	5	1	0	4	0	0	0	0	4	0	0	0	0	7	2	3	4	1	5	0	2	3	2	3	0	7	8	0	3	1	0	4	0	0	1	0	0	0	1	117	68	25	11	4	0	0	33	10	31	12	2	0	2	2	3	2	1	1	0	0	0	2	16	6	7	7	1	6	0	1	5	0	0	3	2	4	0	0	0	0	12	1	0	0	1	0	5	1	1	0	0	7	2	2	2	2	8	5	1	1	0	5	1	0	4	0	0	0	0	4	0	0	0	0	7	2	3	4	1	5	0	2	3	2	3	0	7	8	0	3	1	0	4	0	0	1	0	0	0	1	117	68	25	11	4	0	0	33	10	31	12	2	0
