Genome	map00010	map00030	map00040	map00230	map00240	map00250	map00470	map00520	map00541	map00550	map00620	map00670	map00710	map00720	map00770	map00900	map00970	map01100	map01110	map01120	map01200	map01230	map01232	map01240	map01250	rn00010	rn00030	rn00040	rn00230	rn00240	rn00250	rn00470	rn00520	rn00541	rn00550	rn00620	rn00670	rn00710	rn00720	rn00770	rn00900	rn00970	rn01100	rn01110	rn01120	rn01200	rn01230	rn01232	rn01240	rn01250
GCF_025200715.1	7	10	9	16	10	11	12	12	10	7	11	11	10	10	3	8	5	270	106	92	48	50	9	56	17	7	10	9	16	10	11	12	12	10	7	11	11	10	10	3	8	5	270	106	92	48	50	9	56	17
GCF_025200795.1	6	10	7	18	9	12	8	11	9	6	12	9	8	9	3	8	5	242	97	73	36	46	9	51	17	6	10	7	18	9	12	8	11	9	6	12	9	8	9	3	8	5	242	97	73	36	46	9	51	17
GCF_025215495.1	3	5	2	14	7	9	6	9	6	5	6	8	4	8	3	11	4	170	90	47	22	43	8	47	11	3	5	2	14	7	9	6	9	6	5	6	8	4	8	3	11	4	170	90	47	22	43	8	47	11
GCF_025231465.1	4	7	5	17	7	9	8	13	3	5	10	14	7	13	4	12	4	219	93	75	31	46	9	50	12	4	7	5	17	7	9	8	13	3	5	10	14	7	13	4	12	4	219	93	75	31	46	9	50	12
GCF_025232395.1	2	4	2	12	7	8	6	8	9	5	2	5	4	3	3	6	4	116	60	24	9	29	9	33	14	2	4	2	12	7	8	6	8	9	5	2	5	4	3	3	6	4	116	60	24	9	29	9	33	14
GCF_025244825.1	2	6	4	16	6	7	6	12	5	6	8	4	2	4	3	8	4	145	72	39	20	37	8	28	14	2	6	4	16	6	7	6	12	5	6	8	4	2	4	3	8	4	145	72	39	20	37	8	28	14
GCF_025244925.1	3	6	4	16	6	7	6	12	5	6	8	4	3	4	3	8	4	142	74	40	22	38	8	27	14	3	6	4	16	6	7	6	12	5	6	8	4	3	4	3	8	4	142	74	40	22	38	8	27	14
GCF_025264625.1	2	5	5	12	5	6	6	7	5	5	8	7	6	5	3	8	5	137	64	35	18	28	4	30	11	2	5	5	12	5	6	6	7	5	5	8	7	6	5	3	8	5	137	64	35	18	28	4	30	11
GCF_025264665.1	2	6	5	12	6	6	6	11	9	5	5	4	5	2	3	8	5	126	62	25	10	26	5	29	17	2	6	5	12	6	6	6	11	9	5	5	4	5	2	3	8	5	126	62	25	10	26	5	29	17
GCF_025264685.1	4	8	2	22	7	10	6	12	8	7	10	6	5	8	3	10	6	193	92	48	22	45	11	48	17	4	8	2	22	7	10	6	12	8	7	10	6	5	8	3	10	6	193	92	48	22	45	11	48	17
GCF_025264705.1	4	7	6	19	6	11	6	10	6	7	10	6	6	10	3	8	6	202	89	54	20	42	10	53	13	4	7	6	19	6	11	6	10	6	7	10	6	6	10	3	8	6	202	89	54	20	42	10	53	13
GCF_025266575.1	4	5	5	13	6	8	5	7	7	6	9	11	6	7	4	7	5	179	73	49	26	34	7	38	11	4	5	5	13	6	8	5	7	7	6	9	11	6	7	4	7	5	179	73	49	26	34	7	38	11
GCF_025273675.1	3	5	2	17	8	10	6	8	6	5	9	6	3	8	3	8	4	167	83	51	19	39	11	46	11	3	5	2	17	8	10	6	8	6	5	9	6	3	8	3	8	4	167	83	51	19	39	11	46	11
GCF_025345565.1	4	5	2	17	9	6	6	7	8	5	11	8	5	7	4	7	4	185	86	55	26	41	9	46	12	4	5	2	17	9	6	6	7	8	5	11	8	5	7	4	7	4	185	86	55	26	41	9	46	12
GCF_025398155.2	4	6	4	15	7	6	6	11	7	5	10	8	6	9	3	8	4	191	83	60	31	40	8	46	15	4	6	4	15	7	6	6	11	7	5	10	8	6	9	3	8	4	191	83	60	31	40	8	46	15
GCF_025558825.1	3	5	3	12	6	6	6	10	3	6	5	3	5	3	3	9	5	129	62	26	15	26	5	39	8	3	5	3	12	6	6	6	10	3	6	5	3	5	3	3	9	5	129	62	26	15	26	5	39	8
GCF_025558845.1	5	6	6	12	7	6	6	10	3	6	8	4	8	3	4	7	5	145	69	33	18	30	7	40	8	5	6	6	12	7	6	6	10	3	6	8	4	8	3	4	7	5	145	69	33	18	30	7	40	8
GCF_025560845.1	3	5	6	12	5	6	5	10	3	6	6	5	5	3	4	8	5	132	66	27	14	28	5	37	8	3	5	6	12	5	6	5	10	3	6	6	5	5	3	4	8	5	132	66	27	14	28	5	37	8
GCF_025561465.1	3	4	6	12	6	6	5	11	3	6	5	3	4	3	3	7	5	133	59	27	15	26	5	38	8	3	4	6	12	6	6	5	11	3	6	5	3	4	3	3	7	5	133	59	27	15	26	5	38	8
GCF_025639805.1	3	4	5	10	5	7	6	10	5	4	7	6	6	5	3	7	5	137	63	36	11	29	5	37	12	3	4	5	10	5	7	6	10	5	4	7	6	6	5	3	7	5	137	63	36	11	29	5	37	12
GCF_025642135.1	3	5	6	16	8	10	5	13	4	6	9	12	5	7	4	13	4	209	91	52	16	44	9	54	13	3	5	6	16	8	10	5	13	4	6	9	12	5	7	4	13	4	209	91	52	16	44	9	54	13
GCF_025642175.1	3	7	4	17	6	10	5	13	7	7	9	10	5	9	3	11	4	201	93	58	20	42	8	50	15	3	7	4	17	6	10	5	13	7	7	9	10	5	9	3	11	4	201	93	58	20	42	8	50	15
GCF_025643595.1	2	6	4	16	6	10	10	11	7	6	8	11	2	7	3	9	5	211	98	55	19	46	9	52	14	2	6	4	16	6	10	10	11	7	6	8	11	2	7	3	9	5	211	98	55	19	46	9	52	14
GCF_025722975.1	4	8	5	17	7	11	6	12	8	5	10	8	7	10	3	8	4	224	106	65	29	49	9	63	16	4	8	5	17	7	11	6	12	8	5	10	8	7	10	3	8	4	224	106	65	29	49	9	63	16
GCF_025725725.1	4	5	2	13	6	7	6	10	3	6	6	4	4	5	3	7	4	133	67	33	14	38	8	31	10	4	5	2	13	6	7	6	10	3	6	6	4	4	5	3	7	4	133	67	33	14	38	8	31	10
GCF_025857195.1	4	8	2	17	9	13	9	7	7	7	10	9	7	9	3	10	4	241	89	74	31	42	10	49	11	4	8	2	17	9	13	9	7	7	7	10	9	7	9	3	10	4	241	89	74	31	42	10	49	11
GCF_025908395.1	3	5	6	16	7	10	7	13	12	5	11	10	6	11	4	11	4	219	100	63	22	45	9	55	19	3	5	6	16	7	10	7	13	12	5	11	10	6	11	4	11	4	219	100	63	22	45	9	55	19
GCF_025998455.1	2	5	2	5	6	5	6	6	5	4	2	4	3	3	3	7	4	95	50	23	12	27	5	31	9	2	5	2	5	6	5	6	6	5	4	2	4	3	3	3	7	4	95	50	23	12	27	5	31	9
GCF_025999835.1	3	5	2	10	7	8	6	11	12	5	6	5	4	5	3	7	5	147	79	41	21	33	5	35	17	3	5	2	10	7	8	6	11	12	5	6	5	4	5	3	7	5	147	79	41	21	33	5	35	17
GCF_026000375.1	2	4	4	11	7	7	6	7	10	5	3	4	3	2	3	6	5	124	62	25	12	33	8	33	14	2	4	4	11	7	7	6	7	10	5	3	4	3	2	3	6	5	124	62	25	12	33	8	33	14
GCF_026001925.1	5	5	6	16	7	7	7	11	6	5	11	7	8	5	4	7	5	199	92	58	26	46	7	53	13	5	5	6	16	7	7	7	11	6	5	11	7	8	5	4	7	5	199	92	58	26	46	7	53	13
GCF_026072915.1	5	3	3	8	6	5	6	7	9	5	6	6	5	5	3	6	5	116	59	24	11	32	4	34	12	5	3	3	8	6	5	6	7	9	5	6	6	5	5	3	6	5	116	59	24	11	32	4	34	12
GCF_026109735.1	5	4	6	9	8	5	6	9	6	6	8	7	8	7	3	3	5	141	71	38	18	36	7	37	12	5	4	6	9	8	5	6	9	6	6	8	7	8	7	3	3	5	141	71	38	18	36	7	37	12
GCF_026191725.2	5	7	6	15	7	9	6	9	11	5	9	9	7	9	3	7	5	212	86	64	31	40	8	49	16	5	7	6	15	7	9	6	9	11	5	9	9	7	9	3	7	5	212	86	64	31	40	8	49	16
GCF_026210475.1	4	8	2	15	8	5	6	9	8	6	7	7	5	7	4	10	4	191	81	58	31	39	9	44	14	4	8	2	15	8	5	6	9	8	6	7	7	5	7	4	10	4	191	81	58	31	39	9	44	14
GCF_026247885.1	3	6	3	12	6	6	7	10	11	6	8	5	8	3	3	7	4	172	85	53	32	41	6	49	16	3	6	3	12	6	6	7	10	11	6	8	5	8	3	3	7	4	172	85	53	32	41	6	49	16
GCF_026278245.1	3	6	1	13	7	5	7	10	13	3	7	5	6	5	3	7	5	155	74	35	14	34	7	39	19	3	6	1	13	7	5	7	10	13	3	7	5	6	5	3	7	5	155	74	35	14	34	7	39	19
GCF_026278345.1	3	6	7	12	5	6	5	8	7	4	10	6	7	4	3	5	5	142	70	37	16	35	7	40	13	3	6	7	12	5	6	5	8	7	4	10	6	7	4	3	5	5	142	70	37	16	35	7	40	13
GCF_026314945.1	2	5	3	15	5	7	6	5	5	4	7	5	6	5	3	2	6	122	61	28	13	28	9	36	9	2	5	3	15	5	7	6	5	5	4	7	5	6	5	3	2	6	122	61	28	13	28	9	36	9
GCF_026409565.1	3	6	2	17	7	7	5	9	11	5	9	8	8	7	3	7	4	178	71	50	22	34	9	40	16	3	6	2	17	7	7	5	9	11	5	9	8	8	7	3	7	4	178	71	50	22	34	9	40	16
GCF_026427415.1	3	5	4	17	6	9	6	11	4	5	9	11	4	9	4	9	4	197	88	59	17	46	8	48	11	3	5	4	17	6	9	6	11	4	5	9	11	4	9	4	9	4	197	88	59	17	46	8	48	11
GCF_026427595.1	4	4	2	10	8	8	6	7	7	5	8	8	6	5	4	7	5	176	82	50	22	40	5	49	11	4	4	2	10	8	8	6	7	7	5	8	8	6	5	4	7	5	176	82	50	22	40	5	49	11
GCF_026625045.1	2	5	4	14	6	8	6	10	4	6	5	4	2	4	3	7	4	121	69	29	15	36	8	27	11	2	5	4	14	6	8	6	10	4	6	5	4	2	4	3	7	4	121	69	29	15	36	8	27	11
GCF_026650945.1	4	6	3	10	5	8	7	18	11	9	5	3	5	2	3	7	6	143	70	28	15	26	4	37	22	4	6	3	10	5	8	7	18	11	9	5	3	5	2	3	7	6	143	70	28	15	26	4	37	22
GCF_026651875.1	6	8	11	14	11	9	6	18	10	7	9	6	12	7	3	10	5	222	98	56	27	45	7	62	20	6	8	11	14	11	9	6	18	10	7	9	6	12	7	3	10	5	222	98	56	27	45	7	62	20
GCF_026723765.1	4	4	8	8	6	8	8	11	7	8	9	5	10	3	3	9	6	153	85	33	14	42	4	33	14	4	4	8	8	6	8	8	11	7	8	9	5	10	3	3	9	6	153	85	33	14	42	4	33	14
GCF_026725475.1	6	6	7	14	6	5	5	10	5	5	10	7	9	5	3	7	5	176	88	50	25	47	7	43	13	6	6	7	14	6	5	5	10	5	5	10	7	9	5	3	7	5	176	88	50	25	47	7	43	13
GCF_026810365.1	5	4	4	10	7	6	6	13	9	6	10	7	9	6	3	3	5	150	75	44	19	37	7	42	16	5	4	4	10	7	6	6	13	9	6	10	7	9	6	3	3	5	150	75	44	19	37	7	42	16
GCF_026810445.1	3	9	4	17	8	10	7	8	11	5	12	9	6	5	5	7	4	216	95	63	27	43	9	55	15	3	9	4	17	8	10	7	8	11	5	12	9	6	5	5	7	4	216	95	63	27	43	9	55	15
GCF_026870155.1	5	5	7	11	7	6	6	14	11	6	8	7	8	6	3	3	5	159	76	42	17	40	7	44	20	5	5	7	11	7	6	6	14	11	6	8	7	8	6	3	3	5	159	76	42	17	40	7	44	20
GCF_026870175.2	4	5	1	10	7	6	6	11	6	6	9	6	8	6	3	3	5	143	76	40	18	39	6	43	13	4	5	1	10	7	6	6	11	6	6	9	6	8	6	3	3	5	143	76	40	18	39	6	43	13
GCF_026898135.2	4	7	2	17	9	14	8	8	11	5	13	11	5	7	5	7	4	257	114	84	41	59	10	59	15	4	7	2	17	9	14	8	8	11	5	13	11	5	7	5	7	4	257	114	84	41	59	10	59	15
GCF_026898155.1	4	9	5	16	9	10	7	9	10	6	7	8	6	7	4	8	4	201	86	62	27	41	8	41	15	4	9	5	16	9	10	7	9	10	6	7	8	6	7	4	8	4	201	86	62	27	41	8	41	15
GCF_026967515.2	6	8	8	15	7	9	9	12	13	8	12	8	9	6	4	8	5	240	115	59	25	50	9	55	20	6	8	8	15	7	9	9	12	13	8	12	8	9	6	4	8	5	240	115	59	25	50	9	55	20
GCF_027111255.2	4	6	7	12	7	7	6	13	8	6	8	7	7	6	3	3	5	157	78	44	17	40	8	48	15	4	6	7	12	7	7	6	13	8	6	8	7	7	6	3	3	5	157	78	44	17	40	8	48	15
GCF_027111275.1	4	6	7	11	7	6	6	12	6	6	9	7	7	6	3	3	5	160	81	52	22	42	7	44	13	4	6	7	11	7	6	6	12	6	6	9	7	7	6	3	3	5	160	81	52	22	42	7	44	13
GCF_027111295.1	4	6	7	12	7	7	6	13	8	6	8	7	7	6	3	3	6	162	80	48	19	42	8	45	16	4	6	7	12	7	7	6	13	8	6	8	7	7	6	3	3	6	162	80	48	19	42	8	45	16
GCF_027111315.2	5	4	9	10	7	7	6	15	10	6	9	7	8	7	3	3	5	159	77	46	18	40	7	39	20	5	4	9	10	7	7	6	15	10	6	9	7	8	7	3	3	5	159	77	46	18	40	7	39	20
GCF_027111335.1	6	5	9	11	7	6	6	14	10	6	10	7	9	7	3	3	5	164	78	46	20	39	7	45	18	6	5	9	11	7	6	6	14	10	6	10	7	9	7	3	3	5	164	78	46	20	39	7	45	18
GCF_027111355.2	4	3	7	10	7	6	6	11	7	6	7	7	7	5	3	3	5	136	73	38	14	39	7	36	15	4	3	7	10	7	6	6	11	7	6	7	7	7	5	3	3	5	136	73	38	14	39	7	36	15
GCF_027118995.1	4	3	2	12	6	6	6	8	6	5	7	5	5	4	5	8	4	124	60	22	13	38	6	32	12	4	3	2	12	6	6	6	8	6	5	7	5	5	4	5	8	4	124	60	22	13	38	6	32	12
GCF_027125355.1	4	4	2	9	5	6	6	7	2	5	5	2	7	3	3	7	5	91	46	18	11	19	3	32	7	4	4	2	9	5	6	6	7	2	5	5	2	7	3	3	7	5	91	46	18	11	19	3	32	7
GCF_027186265.1	4	7	7	12	7	5	6	12	4	5	7	4	9	4	3	7	5	180	81	43	28	39	5	43	12	4	7	7	12	7	5	6	12	4	5	7	4	9	4	3	7	5	180	81	43	28	39	5	43	12
GCF_027286365.1	4	7	3	16	6	6	7	10	8	5	10	9	8	4	4	8	5	184	91	47	26	43	9	49	13	4	7	3	16	6	6	7	10	8	5	10	9	8	4	4	8	5	184	91	47	26	43	9	49	13
GCF_027359925.1	5	4	3	14	8	6	6	10	11	6	8	6	6	5	2	7	5	142	73	34	16	34	9	35	17	5	4	3	14	8	6	6	10	11	6	8	6	6	5	2	7	5	142	73	34	16	34	9	35	17
GCF_027474525.2	6	5	3	9	7	6	6	10	8	6	10	7	8	7	3	3	5	143	77	45	20	38	6	37	15	6	5	3	9	7	6	6	10	8	6	10	7	8	7	3	3	5	143	77	45	20	38	6	37	15
GCF_027497495.1	4	6	3	17	6	12	8	14	8	8	11	9	7	10	3	10	4	215	92	64	25	45	9	51	17	4	6	3	17	6	12	8	14	8	8	11	9	7	10	3	10	4	215	92	64	25	45	9	51	17
GCF_027558435.1	3	4	2	11	7	8	7	7	12	5	5	4	4	3	3	6	5	128	64	29	16	32	8	31	16	3	4	2	11	7	8	7	7	12	5	5	4	4	3	3	6	5	128	64	29	16	32	8	31	16
GCF_027625475.1	3	7	3	14	7	8	6	8	9	5	10	7	8	7	2	10	4	168	84	43	27	41	8	40	13	3	7	3	14	7	8	6	8	9	5	10	7	8	7	2	10	4	168	84	43	27	41	8	40	13
GCF_027625935.1	5	6	6	17	6	10	6	19	6	6	12	16	8	14	5	18	4	246	107	69	29	50	8	60	18	5	6	6	17	6	10	6	19	6	6	12	16	8	14	5	18	4	246	107	69	29	50	8	60	18
GCF_027626975.1	4	6	3	18	6	12	9	14	8	6	13	9	7	11	3	10	4	218	97	66	28	48	9	50	17	4	6	3	18	6	12	9	14	8	6	13	9	7	11	3	10	4	218	97	66	28	48	9	50	17
GCF_027627435.1	4	5	4	16	6	10	7	13	5	6	9	11	4	9	3	11	4	181	84	50	17	42	8	47	14	4	5	4	16	6	10	7	13	5	6	9	11	4	9	3	11	4	181	84	50	17	42	8	47	14
GCF_027912835.1	4	7	5	16	10	8	6	8	9	5	6	7	5	5	3	8	4	182	79	60	30	41	9	36	13	4	7	5	16	10	8	6	8	9	5	6	7	5	5	3	8	4	182	79	60	30	41	9	36	13
GCF_027913035.1	4	8	7	13	10	9	6	9	7	5	8	7	6	5	3	8	4	193	84	57	27	42	7	44	12	4	8	7	13	10	9	6	9	7	5	8	7	6	5	3	8	4	193	84	57	27	42	7	44	12
GCF_027913215.1	4	8	4	15	9	8	6	9	9	5	6	6	5	4	3	7	4	176	81	58	28	42	9	36	14	4	8	4	15	9	8	6	9	9	5	6	6	5	4	3	7	4	176	81	58	28	42	9	36	14
GCF_027915275.1	2	4	2	10	5	6	6	7	7	5	7	6	5	4	3	4	5	126	63	31	12	35	5	35	13	2	4	2	10	5	6	6	7	7	5	7	6	5	4	3	4	5	126	63	31	12	35	5	35	13
GCF_027923765.1	3	4	2	11	7	7	6	7	8	5	3	7	4	4	3	6	5	135	63	36	17	35	8	35	13	3	4	2	11	7	7	6	7	8	5	3	7	4	4	3	6	5	135	63	36	17	35	8	35	13
GCF_027924165.1	4	3	2	13	6	6	6	8	9	5	5	7	4	5	4	7	4	139	71	31	17	36	6	37	14	4	3	2	13	6	6	6	8	9	5	5	7	4	5	4	7	4	139	71	31	17	36	6	37	14
GCF_027924405.1	3	5	4	17	6	9	6	11	8	5	10	8	7	9	4	8	4	205	93	57	24	45	9	56	15	3	5	4	17	6	9	6	11	8	5	10	8	7	9	4	8	4	205	93	57	24	45	9	56	15
GCF_027924785.1	5	9	12	15	7	7	7	14	8	6	11	6	10	5	4	7	5	235	98	66	32	47	5	60	16	5	9	12	15	7	7	7	14	8	6	11	6	10	5	4	7	5	235	98	66	32	47	5	60	16
GCF_027925085.1	3	1	1	4	13	2	3	3	1	3	0	14	3	1	3	5	5	39	10	4	4	4	17	8	2	3	1	1	4	13	2	3	3	1	3	0	14	3	1	3	5	5	39	10	4	4	4	17	8	2
GCF_027925445.1	6	5	2	14	6	7	6	10	10	7	13	6	11	10	4	8	4	180	84	56	37	41	7	50	16	6	5	2	14	6	7	6	10	10	7	13	6	11	10	4	8	4	180	84	56	37	41	7	50	16
GCF_027946175.1	4	3	2	12	6	6	5	7	5	4	3	7	4	3	3	7	4	115	69	26	12	36	6	32	10	4	3	2	12	6	6	5	7	5	4	3	7	4	3	3	7	4	115	69	26	12	36	6	32	10
GCF_028021195.1	3	5	3	13	8	7	7	8	3	5	5	3	4	5	3	8	4	129	62	30	14	30	7	38	8	3	5	3	13	8	7	7	8	3	5	5	3	4	5	3	8	4	129	62	30	14	30	7	38	8
GCF_028416635.1	4	9	4	14	9	11	7	16	12	7	4	12	7	9	3	8	4	208	90	55	26	43	8	55	22	4	9	4	14	9	11	7	16	12	7	4	12	7	9	3	8	4	208	90	55	26	43	8	55	22
GCF_028421465.1	4	5	2	16	6	9	6	11	5	5	10	11	4	9	3	14	5	204	92	59	20	42	8	57	12	4	5	2	16	6	9	6	11	5	5	10	11	4	9	3	14	5	204	92	59	20	42	8	57	12
GCF_028553805.1	5	9	6	15	9	11	6	10	8	5	7	15	8	10	4	7	4	223	88	72	37	46	9	41	13	5	9	6	15	9	11	6	10	8	5	7	15	8	10	4	7	4	223	88	72	37	46	9	41	13
GCF_028596105.1	5	6	3	16	7	6	6	7	6	5	8	7	8	7	4	7	4	180	77	55	30	39	9	47	10	5	6	3	16	7	6	6	7	6	5	8	7	8	7	4	7	4	180	77	55	30	39	9	47	10
GCF_028596125.1	6	14	6	13	6	6	6	8	2	5	5	2	15	3	4	12	5	145	86	42	27	50	5	39	7	6	14	6	13	6	6	6	8	2	5	5	2	15	3	4	12	5	145	86	42	27	50	5	39	7
GCF_028607025.1	2	6	2	13	6	6	6	8	4	5	1	5	4	3	3	8	5	85	42	17	10	17	5	25	10	2	6	2	13	6	6	6	8	4	5	1	5	4	3	3	8	5	85	42	17	10	17	5	25	10
GCF_028607085.1	5	6	3	14	6	6	6	10	11	5	8	6	8	7	3	7	4	160	78	44	27	37	7	39	17	5	6	3	14	6	6	6	10	11	5	8	6	8	7	3	7	4	160	78	44	27	37	7	39	17
GCF_028607105.1	5	4	7	15	7	7	7	10	12	5	9	9	7	9	3	9	4	183	84	53	26	38	9	45	17	5	4	7	15	7	7	7	10	12	5	9	9	7	9	3	9	4	183	84	53	26	38	9	45	17
GCF_028609805.1	3	5	3	15	6	7	6	11	4	5	3	6	3	4	3	8	4	132	67	32	18	32	9	37	11	3	5	3	15	6	7	6	11	4	5	3	6	3	4	3	8	4	132	67	32	18	32	9	37	11
GCF_028609825.1	3	3	2	15	7	7	6	9	4	5	3	6	3	4	3	7	4	118	63	27	12	32	10	36	9	3	3	2	15	7	7	6	9	4	5	3	6	3	4	3	7	4	118	63	27	12	32	10	36	9
GCF_028609845.1	3	6	2	14	9	7	6	10	5	5	4	8	4	4	3	7	4	139	77	35	18	39	9	38	12	3	6	2	14	9	7	6	10	5	5	4	8	4	4	3	7	4	139	77	35	18	39	9	38	12
GCF_028609865.1	3	4	3	15	7	7	6	9	5	5	3	6	3	4	3	7	5	128	67	31	16	34	10	37	10	3	4	3	15	7	7	6	9	5	5	3	6	3	4	3	7	5	128	67	31	16	34	10	37	10
GCF_028609885.1	3	5	2	12	8	8	6	10	5	6	4	7	4	4	3	7	4	132	77	33	16	39	7	36	12	3	5	2	12	8	8	6	10	5	6	4	7	4	4	3	7	4	132	77	33	16	39	7	36	12
GCF_028622115.1	4	7	7	18	8	11	8	15	5	5	9	15	6	12	4	9	6	259	105	74	33	56	10	64	16	4	7	7	18	8	11	8	15	5	5	9	15	6	12	4	9	6	259	105	74	33	56	10	64	16
GCF_028735875.1	4	6	8	13	7	7	6	12	7	5	8	7	9	3	4	8	5	165	84	44	21	38	6	44	14	4	6	8	13	7	7	6	12	7	5	8	7	9	3	4	8	5	165	84	44	21	38	6	44	14
GCF_028736055.1	4	5	5	14	6	8	5	12	4	5	6	8	5	7	3	8	4	169	83	52	27	40	8	39	13	4	5	5	14	6	8	5	12	4	5	6	8	5	7	3	8	4	169	83	52	27	40	8	39	13
GCF_028736175.1	5	6	6	11	6	6	6	10	8	5	7	4	9	3	3	7	5	155	74	42	19	35	7	44	15	5	6	6	11	6	6	6	10	8	5	7	4	9	3	3	7	5	155	74	42	19	35	7	44	15
GCF_028736235.1	4	6	2	13	4	5	6	6	2	5	3	5	5	3	4	8	5	89	49	15	11	26	5	22	6	4	6	2	13	4	5	6	6	2	5	3	5	5	3	4	8	5	89	49	15	11	26	5	22	6
GCF_028747805.1	4	4	1	12	6	7	7	9	4	7	8	4	7	5	3	7	5	161	86	38	18	42	5	49	10	4	4	1	12	6	7	7	9	4	7	8	4	7	5	3	7	5	161	86	38	18	42	5	49	10
GCF_028748065.1	5	4	2	13	7	6	7	7	8	6	8	4	8	5	3	9	4	149	68	38	21	34	8	34	12	5	4	2	13	7	6	7	7	8	6	8	4	8	5	3	9	4	149	68	38	21	34	8	34	12
GCF_028751035.1	2	3	2	11	6	6	5	7	7	5	4	6	3	4	3	7	4	109	67	27	11	33	4	28	11	2	3	2	11	6	6	5	7	7	5	4	6	3	4	3	7	4	109	67	27	11	33	4	28	11
GCF_028776105.2	3	7	2	14	8	6	6	9	9	6	8	6	6	4	3	8	4	153	81	38	22	39	8	39	15	3	7	2	14	8	6	6	9	9	6	8	6	6	4	3	8	4	153	81	38	22	39	8	39	15
GCF_028877475.1	2	5	2	12	6	7	7	8	3	7	6	4	4	5	3	8	7	150	78	35	16	39	5	48	8	2	5	2	12	6	7	7	8	3	7	6	4	4	5	3	8	7	150	78	35	16	39	5	48	8
GCF_028885395.1	4	5	2	15	8	10	6	7	9	5	8	7	6	7	3	12	4	188	83	49	27	37	8	40	13	4	5	2	15	8	10	6	7	9	5	8	7	6	7	3	12	4	188	83	49	27	37	8	40	13
GCF_028885455.1	4	6	3	14	5	6	6	10	3	5	12	7	7	6	3	7	5	189	85	50	24	44	6	49	9	4	6	3	14	5	6	6	10	3	5	12	7	7	6	3	7	5	189	85	50	24	44	6	49	9
GCF_029011865.1	5	5	4	17	7	10	9	14	10	7	13	12	8	10	3	10	4	228	98	68	27	49	9	54	19	5	5	4	17	7	10	9	14	10	7	13	12	8	10	3	10	4	228	98	68	27	49	9	54	19
GCF_029024945.1	5	5	8	12	6	7	6	11	3	6	10	5	10	3	4	7	5	147	66	32	19	29	5	41	8	5	5	8	12	6	7	6	11	3	6	10	5	10	3	4	7	5	147	66	32	19	29	5	41	8
GCF_029026145.1	4	6	2	15	6	7	5	7	8	4	7	3	6	4	3	2	5	140	65	35	17	31	7	44	12	4	6	2	15	6	7	5	7	8	4	7	3	6	4	3	2	5	140	65	35	17	31	7	44	12
GCF_029030725.1	6	6	3	12	6	6	6	7	9	6	10	7	11	7	5	11	4	167	86	46	31	39	6	47	13	6	6	3	12	6	6	6	7	9	6	10	7	11	7	5	11	4	167	86	46	31	39	6	47	13
GCF_029094505.1	4	6	8	15	7	7	7	12	6	6	7	9	5	7	3	13	4	171	89	46	23	40	9	37	14	4	6	8	15	7	7	7	12	6	6	7	9	5	7	3	13	4	171	89	46	23	40	9	37	14
GCF_029094545.1	4	6	5	12	7	7	6	10	5	7	11	6	11	7	4	8	5	177	88	47	23	42	6	42	12	4	6	5	12	7	7	6	10	5	7	11	6	11	7	4	8	5	177	88	47	23	42	6	42	12
GCF_029144185.1	5	7	2	5	6	5	4	7	2	6	5	4	7	4	2	8	5	113	41	29	23	16	5	32	7	5	7	2	5	6	5	4	7	2	6	5	4	7	4	2	8	5	113	41	29	23	16	5	32	7
GCF_029193595.2	5	7	8	14	6	7	9	10	6	6	12	7	8	7	4	8	5	222	96	65	33	45	8	53	13	5	7	8	14	6	7	9	10	6	6	12	7	8	7	4	8	5	222	96	65	33	45	8	53	13
GCF_029201445.1	3	4	2	16	8	6	5	7	4	5	7	7	6	5	3	4	4	138	71	35	15	36	10	43	9	3	4	2	16	8	6	5	7	4	5	7	7	6	5	3	4	4	138	71	35	15	36	10	43	9
GCF_029215585.1	4	7	3	17	8	14	8	8	9	5	9	11	5	6	5	8	4	250	104	82	37	52	9	60	13	4	7	3	17	8	14	8	8	9	5	9	11	5	6	5	8	4	250	104	82	37	52	9	60	13
GCF_029215875.1	4	5	3	16	7	6	6	9	8	7	10	8	7	8	5	8	4	202	80	59	32	42	9	49	13	4	5	3	16	7	6	6	9	8	7	10	8	7	8	5	8	4	202	80	59	32	42	9	49	13
GCF_029277445.1	5	10	7	17	10	11	8	10	10	6	9	9	8	7	4	9	4	227	94	69	29	45	10	48	15	5	10	7	17	10	11	8	10	10	6	9	9	8	7	4	9	4	227	94	69	29	45	10	48	15
GCF_029318635.1	2	5	2	12	8	9	5	7	7	5	9	6	7	7	3	7	4	146	69	41	19	39	7	39	11	2	5	2	12	8	9	5	7	7	5	9	6	7	7	3	7	4	146	69	41	19	39	7	39	11
GCF_029318685.1	2	5	10	10	7	9	6	13	5	7	4	5	6	2	3	7	6	160	79	34	13	43	6	39	15	2	5	10	10	7	9	6	13	5	7	4	5	6	2	3	7	6	160	79	34	13	43	6	39	15
GCF_029323795.1	4	5	7	10	7	7	6	10	7	6	7	7	7	6	3	3	5	151	75	41	17	41	7	43	14	4	5	7	10	7	7	6	10	7	6	7	7	7	6	3	3	5	151	75	41	17	41	7	43	14
GCF_029542625.1	3	4	4	9	6	5	6	11	7	6	7	8	9	5	3	6	5	135	65	35	18	34	4	39	13	3	4	4	9	6	5	6	11	7	6	7	8	9	5	3	6	5	135	65	35	18	34	4	39	13
