Genome	map00010	map00030	map00040	map00051	map00220	map00230	map00240	map00250	map00260	map00270	map00300	map00400	map00470	map00520	map00541	map00550	map00562	map00564	map00620	map00630	map00670	map00710	map00720	map00730	map00740	map00760	map00770	map00860	map00900	map00910	map00970	map01100	map01110	map01120	map01200	map01210	map01230	map01232	map01240	map01250	rn00010	rn00030	rn00040	rn00051	rn00220	rn00230	rn00240	rn00250	rn00260	rn00270	rn00300	rn00400	rn00470	rn00520	rn00541	rn00550	rn00562	rn00564	rn00620	rn00630	rn00670	rn00710	rn00720	rn00730	rn00740	rn00760	rn00770	rn00860	rn00900	rn00910	rn00970	rn01100	rn01110	rn01120	rn01200	rn01210	rn01230	rn01232	rn01240	rn01250
GCF_029636725.1	4	5	2	2	2	14	7	6	9	6	6	10	7	6	5	6	1	1	7	6	6	7	7	5	6	3	3	10	8	1	4	146	67	36	21	5	35	8	40	9	4	5	2	2	2	14	7	6	9	6	6	10	7	6	5	6	1	1	7	6	6	7	7	5	6	3	3	10	8	1	4	146	67	36	21	5	35	8	40	9
GCF_029639525.1	3	5	3	2	7	16	8	9	10	8	7	14	6	11	6	6	2	3	11	11	8	6	9	4	7	4	3	15	8	8	4	184	92	54	23	5	43	10	46	13	3	5	3	2	7	16	8	9	10	8	7	14	6	11	6	6	2	3	11	11	8	6	9	4	7	4	3	15	8	8	4	184	92	54	23	5	43	10	46	13
GCF_029714545.1	5	7	2	3	7	14	7	10	11	14	10	12	7	10	12	6	1	3	12	19	9	10	9	4	9	3	6	20	9	10	4	243	103	75	38	7	49	8	60	18	5	7	2	3	7	14	7	10	11	14	10	12	7	10	12	6	1	3	12	19	9	10	9	4	9	3	6	20	9	10	4	243	103	75	38	7	49	8	60	18
GCF_029772985.1	3	5	10	2	3	14	5	6	11	17	7	11	8	18	10	6	3	4	5	5	4	6	3	5	4	5	4	11	10	5	6	188	96	45	19	7	42	4	48	18	3	5	10	2	3	14	5	6	11	17	7	11	8	18	10	6	3	4	5	5	4	6	3	5	4	5	4	11	10	5	6	188	96	45	19	7	42	4	48	18
GCF_029774155.1	3	7	5	1	2	14	5	5	8	8	7	14	6	11	8	4	1	3	7	6	4	6	4	5	7	2	3	9	7	1	5	162	84	41	22	5	42	7	43	15	3	7	5	1	2	14	5	5	8	8	7	14	6	11	8	4	1	3	7	6	4	6	4	5	7	2	3	9	7	1	5	162	84	41	22	5	42	7	43	15
GCF_029853675.1	3	5	1	1	3	10	6	6	8	8	6	8	7	4	5	4	1	0	8	5	6	7	5	2	5	2	3	8	3	3	5	116	61	33	16	5	31	6	33	8	3	5	1	1	3	10	6	6	8	8	6	8	7	4	5	4	1	0	8	5	6	7	5	2	5	2	3	8	3	3	5	116	61	33	16	5	31	6	33	8
GCF_029853775.1	3	4	2	2	3	15	7	7	10	6	5	13	5	8	3	6	2	1	6	8	4	3	4	5	6	4	3	7	6	2	4	141	74	34	19	4	37	9	39	8	3	4	2	2	3	15	7	7	10	6	5	13	5	8	3	6	2	1	6	8	4	3	4	5	6	4	3	7	6	2	4	141	74	34	19	4	37	9	39	8
GCF_029854215.1	4	7	5	1	5	16	6	7	13	14	7	12	5	7	7	5	3	3	14	11	9	7	6	7	7	3	3	17	7	8	4	221	90	63	32	6	44	8	55	11	4	7	5	1	5	16	6	7	13	14	7	12	5	7	7	5	3	3	14	11	9	7	6	7	7	3	3	17	7	8	4	221	90	63	32	6	44	8	55	11
GCF_029866465.1	4	4	4	2	6	16	4	6	8	12	9	11	7	10	12	6	1	2	9	14	6	6	6	7	6	4	4	11	9	9	4	210	90	65	31	5	45	6	47	17	4	4	4	2	6	16	4	6	8	12	9	11	7	10	12	6	1	2	9	14	6	6	6	7	6	4	4	11	9	9	4	210	90	65	31	5	45	6	47	17
GCF_029866485.1	5	3	1	2	3	9	7	6	8	7	6	11	6	8	6	6	1	1	7	4	7	7	6	2	4	1	3	12	3	2	4	121	71	34	15	6	38	6	36	11	5	3	1	2	3	9	7	6	8	7	6	11	6	8	6	6	1	1	7	4	7	7	6	2	4	1	3	12	3	2	4	121	71	34	15	6	38	6	36	11
GCF_029869925.1	4	5	7	1	9	15	6	9	8	6	7	11	6	10	8	5	1	2	10	8	6	6	5	3	9	2	3	11	8	9	5	179	87	52	23	5	42	6	44	13	4	5	7	1	9	15	6	9	8	6	7	11	6	10	8	5	1	2	10	8	6	6	5	3	9	2	3	11	8	9	5	179	87	52	23	5	42	6	44	13
GCF_029889745.1	4	4	2	1	1	13	6	6	4	7	5	0	6	12	3	6	1	1	2	1	4	5	2	0	4	3	3	1	7	1	5	81	39	16	10	2	17	5	19	11	4	4	2	1	1	13	6	6	4	7	5	0	6	12	3	6	1	1	2	1	4	5	2	0	4	3	3	1	7	1	5	81	39	16	10	2	17	5	19	11
GCF_029909795.1	4	7	3	2	7	15	9	11	13	9	6	10	6	8	8	5	3	1	9	21	14	7	10	5	8	3	3	15	8	11	4	219	84	68	36	5	45	9	51	13	4	7	3	2	7	15	9	11	13	9	6	10	6	8	8	5	3	1	9	21	14	7	10	5	8	3	3	15	8	11	4	219	84	68	36	5	45	9	51	13
GCF_029910535.1	3	5	1	2	3	11	5	6	5	5	3	7	4	10	9	4	1	1	4	2	3	6	2	2	3	1	3	1	7	2	5	93	53	16	10	3	20	5	16	16	3	5	1	2	3	11	5	6	5	5	3	7	4	10	9	4	1	1	4	2	3	6	2	2	3	1	3	1	7	2	5	93	53	16	10	3	20	5	16	16
GCF_029961225.1	4	7	5	2	2	13	6	6	5	7	5	3	6	8	7	5	2	1	3	2	4	6	3	6	5	4	3	0	8	1	5	108	57	19	13	3	28	5	27	12	4	7	5	2	2	13	6	6	5	7	5	3	6	8	7	5	2	1	3	2	4	6	3	6	5	4	3	0	8	1	5	108	57	19	13	3	28	5	27	12
GCF_029962465.1	6	5	9	7	2	13	8	6	11	9	7	14	7	13	12	6	1	4	9	15	7	6	6	6	5	5	4	14	8	2	5	223	96	59	30	5	40	9	56	19	6	5	9	7	2	13	8	6	11	9	7	14	7	13	12	6	1	4	9	15	7	6	6	6	5	5	4	14	8	2	5	223	96	59	30	5	40	9	56	19
GCF_029981845.1	3	3	1	1	0	4	3	1	2	1	3	0	5	5	2	4	1	1	5	0	3	7	4	4	6	2	3	6	5	0	3	67	26	17	11	1	8	5	29	6	3	3	1	1	0	4	3	1	2	1	3	0	5	5	2	4	1	1	5	0	3	7	4	4	6	2	3	6	5	0	3	67	26	17	11	1	8	5	29	6
GCF_029983095.1	3	6	2	1	2	13	9	7	6	6	5	9	5	13	3	5	1	2	5	2	4	5	3	2	4	3	3	2	8	6	5	126	57	30	13	4	35	5	26	10	3	6	2	1	2	13	9	7	6	6	5	9	5	13	3	5	1	2	5	2	4	5	3	2	4	3	3	2	8	6	5	126	57	30	13	4	35	5	26	10
GCF_030060435.1	5	9	6	1	2	14	6	7	13	10	8	13	6	13	7	5	3	3	14	8	7	10	6	7	12	3	4	14	8	8	6	225	105	66	32	6	45	6	64	16	5	9	6	1	2	14	6	7	13	10	8	13	6	13	7	5	3	3	14	8	7	10	6	7	12	3	4	14	8	8	6	225	105	66	32	6	45	6	64	16
GCF_030064165.1	4	5	2	1	3	15	7	6	7	8	8	10	7	7	7	5	1	3	11	13	7	6	7	4	7	6	4	14	8	1	4	185	80	50	30	7	43	7	50	11	4	5	2	1	3	15	7	6	7	8	8	10	7	7	7	5	1	3	11	13	7	6	7	4	7	6	4	14	8	1	4	185	80	50	30	7	43	7	50	11
GCF_030122845.1	4	6	8	2	2	12	8	6	7	13	6	12	6	14	6	8	1	2	2	3	5	5	2	7	7	4	3	14	8	5	5	157	83	33	11	5	38	5	43	16	4	6	8	2	2	12	8	6	7	13	6	12	6	14	6	8	1	2	2	3	5	5	2	7	7	4	3	14	8	5	5	157	83	33	11	5	38	5	43	16
GCF_030177755.1	4	8	7	3	3	13	8	7	8	6	6	12	5	9	3	6	3	1	8	4	8	6	6	1	6	2	2	20	6	6	4	159	72	54	23	4	38	7	40	9	4	8	7	3	3	13	8	7	8	6	6	12	5	9	3	6	3	1	8	4	8	6	6	1	6	2	2	20	6	6	4	159	72	54	23	4	38	7	40	9
GCF_030227225.2	3	5	2	1	3	15	8	7	8	6	6	14	6	8	5	5	2	1	3	5	5	3	3	4	7	5	3	8	8	3	4	138	74	30	17	4	41	11	38	9	3	5	2	1	3	15	8	7	8	6	6	14	6	8	5	5	2	1	3	5	5	3	3	4	7	5	3	8	8	3	4	138	74	30	17	4	41	11	38	9
GCF_030246965.1	4	4	4	2	3	13	6	6	6	8	4	12	6	6	4	6	1	1	4	3	6	4	5	3	3	3	3	1	6	2	4	108	57	21	13	4	34	7	24	7	4	4	4	2	3	13	6	6	6	8	4	12	6	6	4	6	1	1	4	3	6	4	5	3	3	3	3	1	6	2	4	108	57	21	13	4	34	7	24	7
GCF_030252185.1	2	5	4	1	5	15	7	8	9	8	7	15	6	10	5	5	2	1	7	9	7	5	5	3	9	5	3	8	8	3	4	162	89	41	23	5	43	10	42	11	2	5	4	1	5	15	7	8	9	8	7	15	6	10	5	5	2	1	7	9	7	5	5	3	9	5	3	8	8	3	4	162	89	41	23	5	43	10	42	11
GCF_030252245.1	4	7	3	2	2	14	7	5	9	8	7	14	6	13	10	5	1	4	11	9	4	7	4	3	8	2	4	10	7	6	5	188	91	50	28	5	42	7	51	18	4	7	3	2	2	14	7	5	9	8	7	14	6	13	10	5	1	4	11	9	4	7	4	3	8	2	4	10	7	6	5	188	91	50	28	5	42	7	51	18
GCF_030252345.1	4	9	7	2	4	18	6	9	9	10	8	16	10	12	5	10	2	2	10	8	6	6	6	3	11	4	3	17	8	5	6	210	95	54	20	5	45	9	56	14	4	9	7	2	4	18	6	9	9	10	8	16	10	12	5	10	2	2	10	8	6	6	6	3	11	4	3	17	8	5	6	210	95	54	20	5	45	9	56	14
GCF_030253495.1	3	7	4	2	3	12	7	8	10	9	7	13	6	7	2	4	3	2	4	7	5	4	3	3	3	3	3	5	10	2	4	130	70	29	15	4	39	5	27	7	3	7	4	2	3	12	7	8	10	9	7	13	6	7	2	4	3	2	4	7	5	4	3	3	3	3	3	5	10	2	4	130	70	29	15	4	39	5	27	7
GCF_030254645.1	4	6	3	2	5	13	7	8	8	7	7	9	6	8	8	5	3	3	6	13	8	5	8	3	6	3	5	13	8	8	4	184	81	58	26	5	39	7	44	13	4	6	3	2	5	13	7	8	8	7	7	9	6	8	8	5	3	3	6	13	8	5	8	3	6	3	5	13	8	8	4	184	81	58	26	5	39	7	44	13
GCF_030263935.1	3	7	8	2	3	13	9	7	8	16	6	10	7	13	5	9	3	3	7	5	6	5	4	4	6	6	3	12	8	10	5	175	87	47	16	6	41	6	39	15	3	7	8	2	3	13	9	7	8	16	6	10	7	13	5	9	3	3	7	5	6	5	4	4	6	6	3	12	8	10	5	175	87	47	16	6	41	6	39	15
GCF_030271835.1	5	6	4	1	2	13	6	7	10	8	8	15	8	12	7	5	1	3	11	11	6	7	6	4	6	4	4	13	8	4	5	198	94	54	28	5	42	7	55	15	5	6	4	1	2	13	6	7	10	8	8	15	8	12	7	5	1	3	11	11	6	7	6	4	6	4	4	13	8	4	5	198	94	54	28	5	42	7	55	15
GCF_030273445.1	4	4	2	3	1	9	7	6	8	11	6	13	6	11	10	6	1	1	3	2	5	5	3	5	6	1	3	16	7	1	4	147	73	30	12	6	37	5	39	17	4	4	2	3	1	9	7	6	8	11	6	13	6	11	10	6	1	1	3	2	5	5	3	5	6	1	3	16	7	1	4	147	73	30	12	6	37	5	39	17
GCF_030285945.1	4	6	3	1	2	11	3	6	9	14	6	11	9	8	5	7	1	3	9	5	4	10	3	6	10	5	5	8	8	5	5	168	89	40	23	5	38	5	47	10	4	6	3	1	2	11	3	6	9	14	6	11	9	8	5	7	1	3	9	5	4	10	3	6	10	5	5	8	8	5	5	168	89	40	23	5	38	5	47	10
GCF_030291635.1	4	7	2	2	11	17	7	14	11	11	8	13	8	7	9	5	1	3	11	27	11	5	7	5	7	3	5	19	8	13	5	251	106	85	38	5	54	8	57	13	4	7	2	2	11	17	7	14	11	11	8	13	8	7	9	5	1	3	11	27	11	5	7	5	7	3	5	19	8	13	5	251	106	85	38	5	54	8	57	13
GCF_030291735.1	7	8	7	1	7	13	7	9	13	16	8	14	9	13	10	7	2	4	14	11	9	9	6	7	6	4	4	14	8	6	5	247	115	67	30	6	47	8	58	18	7	8	7	1	7	13	7	9	13	16	8	14	9	13	10	7	2	4	14	11	9	9	6	7	6	4	4	14	8	6	5	247	115	67	30	6	47	8	58	18
GCF_030292135.1	3	7	2	1	2	10	2	5	9	17	6	8	7	4	7	3	3	2	10	7	5	11	3	5	7	5	4	6	8	3	5	152	74	42	28	4	27	5	37	9	3	7	2	1	2	10	2	5	9	17	6	8	7	4	7	3	3	2	10	7	5	11	3	5	7	5	4	6	8	3	5	152	74	42	28	4	27	5	37	9
GCF_030294405.1	5	6	8	1	3	12	6	7	10	10	4	9	6	11	3	6	2	2	10	7	5	10	3	5	7	4	4	10	7	6	5	159	71	41	21	4	31	5	44	8	5	6	8	1	3	12	6	7	10	10	4	9	6	11	3	6	2	2	10	7	5	10	3	5	7	4	4	10	7	6	5	159	71	41	21	4	31	5	44	8
GCF_030295685.1	4	5	2	1	9	19	8	11	12	10	8	12	6	8	5	5	1	2	11	10	7	5	6	4	8	2	5	15	7	9	4	194	92	60	24	7	46	9	53	10	4	5	2	1	9	19	8	11	12	10	8	12	6	8	5	5	1	2	11	10	7	5	6	4	8	2	5	15	7	9	4	194	92	60	24	7	46	9	53	10
GCF_030296055.1	2	3	2	1	2	16	6	7	7	6	5	12	5	7	8	5	0	5	4	4	7	3	4	1	5	2	3	7	8	3	4	117	68	25	11	4	33	10	31	12	2	3	2	1	2	16	6	7	7	6	5	12	5	7	8	5	0	5	4	4	7	3	4	1	5	2	3	7	8	3	4	117	68	25	11	4	33	10	31	12
GCF_030296575.1	4	6	5	4	3	17	6	7	10	10	5	12	6	11	6	6	3	1	7	10	7	5	6	4	4	4	3	9	11	10	6	169	86	55	26	4	38	8	33	13	4	6	5	4	3	17	6	7	10	10	5	12	6	11	6	6	3	1	7	10	7	5	6	4	4	4	3	9	11	10	6	169	86	55	26	4	38	8	33	13
GCF_030296615.1	4	6	8	6	3	13	7	7	8	10	7	17	9	15	8	7	2	1	5	4	11	5	8	5	9	5	4	6	7	2	3	168	82	40	21	4	44	7	40	17	4	6	8	6	3	13	7	7	8	10	7	17	9	15	8	7	2	1	5	4	11	5	8	5	9	5	4	6	7	2	3	168	82	40	21	4	44	7	40	17
GCF_030296655.1	4	6	3	2	3	16	6	8	14	11	8	13	6	13	6	3	2	1	7	11	7	4	6	7	8	4	3	9	6	6	4	174	85	53	27	6	41	8	40	15	4	6	3	2	3	16	6	8	14	11	8	13	6	13	6	3	2	1	7	11	7	4	6	7	8	4	3	9	6	6	4	174	85	53	27	6	41	8	40	15
GCF_030296695.1	5	5	6	4	4	16	9	9	7	9	7	19	7	12	6	7	3	1	9	8	6	7	7	2	6	4	4	7	7	7	4	177	90	51	27	4	46	9	41	13	5	5	6	4	4	16	9	9	7	9	7	19	7	12	6	7	3	1	9	8	6	7	7	2	6	4	4	7	7	7	4	177	90	51	27	4	46	9	41	13
GCF_030296775.1	4	3	5	1	4	12	7	10	7	6	6	7	6	12	4	7	1	2	5	5	5	8	3	4	2	1	3	6	8	4	5	123	57	30	12	4	28	8	21	13	4	3	5	1	4	12	7	10	7	6	6	7	6	12	4	7	1	2	5	5	5	8	3	4	2	1	3	6	8	4	5	123	57	30	12	4	28	8	21	13
GCF_030296935.1	8	5	4	4	3	10	6	8	8	7	6	9	6	11	14	5	2	1	9	6	6	8	5	5	5	1	3	2	5	3	5	140	70	32	17	5	37	7	28	19	8	5	4	4	3	10	6	8	8	7	6	9	6	11	14	5	2	1	9	6	6	8	5	5	5	1	3	2	5	3	5	140	70	32	17	5	37	7	28	19
GCF_030297015.1	4	7	8	2	3	13	7	8	7	7	6	10	6	11	7	4	2	1	7	6	7	6	6	5	6	4	3	20	8	2	4	161	84	39	21	4	35	6	50	13	4	7	8	2	3	13	7	8	7	7	6	10	6	11	7	4	2	1	7	6	7	6	6	5	6	4	3	20	8	2	4	161	84	39	21	4	35	6	50	13
GCF_030315915.2	5	6	2	1	2	14	6	6	11	9	8	15	9	9	6	6	1	2	11	10	7	7	7	4	6	5	4	11	8	1	5	193	92	53	28	5	43	8	51	12	5	6	2	1	2	14	6	6	11	9	8	15	9	9	6	6	1	2	11	10	7	7	7	4	6	5	4	11	8	1	5	193	92	53	28	5	43	8	51	12
GCF_030322905.1	4	5	2	1	4	13	7	8	8	11	5	13	4	9	9	5	1	2	7	9	7	6	6	3	4	3	4	11	7	3	5	164	81	45	25	3	38	7	37	14	4	5	2	1	4	13	7	8	8	11	5	13	4	9	9	5	1	2	7	9	7	6	6	3	4	3	4	11	7	3	5	164	81	45	25	3	38	7	37	14
GCF_030323025.1	4	4	1	3	4	13	5	7	4	6	3	11	6	8	6	4	1	1	4	4	7	6	4	3	5	2	3	18	8	2	5	138	76	26	13	4	33	7	39	12	4	4	1	3	4	13	5	7	4	6	3	11	6	8	6	4	1	1	4	4	7	6	4	3	5	2	3	18	8	2	5	138	76	26	13	4	33	7	39	12
GCF_030344915.1	4	3	2	2	6	16	6	6	7	8	8	11	5	7	8	5	1	1	7	10	7	6	5	4	5	2	3	8	8	2	4	155	77	44	21	6	43	8	35	12	4	3	2	2	6	16	6	6	7	8	8	11	5	7	8	5	1	1	7	10	7	6	5	4	5	2	3	8	8	2	4	155	77	44	21	6	43	8	35	12
GCF_030369675.1	6	9	4	2	8	16	10	12	16	8	6	10	6	7	4	5	3	2	11	16	10	7	10	3	6	4	3	19	8	12	4	199	90	64	30	5	43	9	45	9	6	9	4	2	8	16	10	12	16	8	6	10	6	7	4	5	3	2	11	16	10	7	10	3	6	4	3	19	8	12	4	199	90	64	30	5	43	9	45	9
GCF_030376725.1	5	6	2	1	1	12	7	6	5	11	4	6	6	9	2	6	1	1	4	4	2	6	3	6	6	4	3	10	9	4	5	123	64	30	17	2	21	5	41	9	5	6	2	1	1	12	7	6	5	11	4	6	6	9	2	6	1	1	4	4	2	6	3	6	6	4	3	10	9	4	5	123	64	30	17	2	21	5	41	9
GCF_030389495.1	3	4	2	1	1	14	6	6	0	0	0	0	4	8	2	5	1	2	3	3	3	6	2	1	2	4	3	0	7	1	5	65	27	11	10	0	7	5	19	7	3	4	2	1	1	14	6	6	0	0	0	0	4	8	2	5	1	2	3	3	3	6	2	1	2	4	3	0	7	1	5	65	27	11	10	0	7	5	19	7
GCF_030406165.1	6	6	9	3	3	15	7	7	13	14	6	14	7	12	8	7	3	3	12	16	8	8	5	6	6	4	4	20	8	5	5	243	99	68	32	6	41	8	60	16	6	6	9	3	3	15	7	7	13	14	6	14	7	12	8	7	3	3	12	16	8	8	5	6	6	4	4	20	8	5	5	243	99	68	32	6	41	8	60	16
GCF_030406665.1	3	7	5	2	5	15	7	8	14	9	7	11	6	6	4	5	1	2	8	10	9	7	5	6	7	4	3	15	7	7	4	194	75	56	27	5	40	6	50	8	3	7	5	2	5	15	7	8	14	9	7	11	6	6	4	5	1	2	8	10	9	7	5	6	7	4	3	15	7	7	4	194	75	56	27	5	40	6	50	8
GCF_030406725.1	4	3	2	2	2	13	7	6	9	5	6	9	6	6	3	5	1	3	7	5	7	6	6	4	5	2	2	12	7	1	4	132	62	34	19	4	32	8	35	7	4	3	2	2	2	13	7	6	9	5	6	9	6	6	3	5	1	3	7	5	7	6	6	4	5	2	2	12	7	1	4	132	62	34	19	4	32	8	35	7
GCF_030407165.1	3	7	4	2	4	15	9	8	13	4	6	10	5	7	8	5	2	1	8	9	6	5	7	1	6	2	3	16	9	3	4	169	75	49	22	4	36	9	37	12	3	7	4	2	4	15	9	8	13	4	6	10	5	7	8	5	2	1	8	9	6	5	7	1	6	2	3	16	9	3	4	169	75	49	22	4	36	9	37	12
GCF_030408375.1	3	3	2	1	3	15	7	7	6	7	6	13	6	9	4	5	1	1	3	4	6	3	4	3	6	5	3	8	7	2	4	126	65	27	12	4	34	10	38	9	3	3	2	1	3	15	7	7	6	7	6	13	6	9	4	5	1	1	3	4	6	3	4	3	6	5	3	8	7	2	4	126	65	27	12	4	34	10	38	9
GCF_030408415.1	3	3	2	1	4	15	7	7	8	6	6	14	6	10	4	5	1	1	4	6	7	3	5	3	7	4	3	8	8	2	4	137	78	35	19	6	42	10	39	11	3	3	2	1	4	15	7	7	8	6	6	14	6	10	4	5	1	1	4	6	7	3	5	3	7	4	3	8	8	2	4	137	78	35	19	6	42	10	39	11
GCF_030408575.1	3	3	2	1	4	15	7	7	9	6	6	14	6	11	4	5	2	1	4	7	7	3	4	2	7	4	3	8	7	2	4	146	80	36	20	6	42	10	42	11	3	3	2	1	4	15	7	7	9	6	6	14	6	11	4	5	2	1	4	7	7	3	4	2	7	4	3	8	7	2	4	146	80	36	20	6	42	10	42	11
GCF_030408595.1	2	5	2	1	4	12	7	7	10	7	6	16	6	11	6	5	1	1	6	8	8	5	6	4	6	4	3	14	8	2	4	152	82	37	23	6	44	7	40	13	2	5	2	1	4	12	7	7	10	7	6	16	6	11	6	5	1	1	6	8	8	5	6	4	6	4	3	14	8	2	4	152	82	37	23	6	44	7	40	13
GCF_030408675.1	2	5	2	2	4	13	7	7	10	6	6	16	6	11	6	5	1	1	5	6	9	5	5	4	6	3	3	13	8	2	4	149	80	31	16	5	41	8	40	13	2	5	2	2	4	13	7	7	10	6	6	16	6	11	6	5	1	1	5	6	9	5	5	4	6	3	3	13	8	2	4	149	80	31	16	5	41	8	40	13
GCF_030408715.1	4	4	2	1	4	15	7	8	8	7	6	14	6	10	5	5	2	1	4	8	7	3	5	4	7	4	3	8	8	4	4	146	79	37	22	5	43	10	36	12	4	4	2	1	4	15	7	8	8	7	6	14	6	10	5	5	2	1	4	8	7	3	5	4	7	4	3	8	8	4	4	146	79	37	22	5	43	10	36	12
GCF_030408735.1	2	5	4	1	5	13	7	8	9	9	7	17	6	10	7	5	2	1	8	10	8	5	6	4	6	5	3	11	8	3	4	166	92	42	24	6	48	8	41	12	2	5	4	1	5	13	7	8	9	9	7	17	6	10	7	5	2	1	8	10	8	5	6	4	6	5	3	11	8	3	4	166	92	42	24	6	48	8	41	12
GCF_030408795.1	3	5	2	1	5	13	7	8	9	8	7	14	6	10	5	5	2	1	8	9	7	6	6	3	7	4	3	13	7	3	4	160	87	39	25	6	46	8	45	11	3	5	2	1	5	13	7	8	9	8	7	14	6	10	5	5	2	1	8	9	7	6	6	3	7	4	3	13	7	3	4	160	87	39	25	6	46	8	45	11
GCF_030408815.1	2	5	2	1	4	15	7	7	9	6	6	16	6	11	6	5	1	1	6	6	8	5	6	4	6	4	3	14	8	2	4	147	79	32	18	5	42	10	40	13	2	5	2	1	4	15	7	7	9	6	6	16	6	11	6	5	1	1	6	6	8	5	6	4	6	4	3	14	8	2	4	147	79	32	18	5	42	10	40	13
GCF_030408855.1	3	3	2	1	4	15	8	7	8	6	6	14	6	9	4	5	1	1	3	5	6	3	4	3	7	4	3	8	8	6	4	141	76	37	17	6	42	11	37	9	3	3	2	1	4	15	8	7	8	6	6	14	6	9	4	5	1	1	3	5	6	3	4	3	7	4	3	8	8	6	4	141	76	37	17	6	42	11	37	9
GCF_030408875.1	3	3	4	1	4	15	7	7	7	6	6	14	6	9	5	5	1	1	4	7	6	4	5	2	2	5	3	8	8	7	4	143	72	39	20	6	42	10	35	10	3	3	4	1	4	15	7	7	7	6	6	14	6	9	5	5	1	1	4	7	6	4	5	2	2	5	3	8	8	7	4	143	72	39	20	6	42	10	35	10
GCF_030413595.1	5	6	6	1	1	13	6	6	10	15	6	11	6	14	5	7	1	3	8	8	5	8	6	5	11	3	4	12	8	1	5	165	86	39	23	4	37	5	47	11	5	6	6	1	1	13	6	6	10	15	6	11	6	14	5	7	1	3	8	8	5	8	6	5	11	3	4	12	8	1	5	165	86	39	23	4	37	5	47	11
GCF_030419005.1	4	7	6	2	4	17	7	7	9	9	7	10	6	9	7	5	3	2	11	11	7	8	8	4	9	3	4	16	9	7	4	213	92	65	31	7	42	9	52	13	4	7	6	2	4	17	7	7	9	9	7	10	6	9	7	5	3	2	11	11	7	8	8	4	9	3	4	16	9	7	4	213	92	65	31	7	42	9	52	13
GCF_030440535.1	3	3	2	1	4	15	7	7	7	6	6	14	6	8	4	5	1	1	4	6	6	3	4	2	6	3	3	8	8	2	4	134	78	34	19	6	42	10	34	9	3	3	2	1	4	15	7	7	7	6	6	14	6	8	4	5	1	1	4	6	6	3	4	2	6	3	3	8	8	2	4	134	78	34	19	6	42	10	34	9
GCF_030440555.1	3	5	2	1	4	14	7	7	7	5	4	14	5	8	5	5	1	1	5	3	4	5	3	2	6	3	3	8	8	2	4	113	69	25	15	5	33	9	32	9	3	5	2	1	4	14	7	7	7	5	4	14	5	8	5	5	1	1	5	3	4	5	3	2	6	3	3	8	8	2	4	113	69	25	15	5	33	9	32	9
GCF_030440575.1	2	5	2	1	4	15	9	7	8	7	4	14	5	11	6	5	2	1	3	4	9	2	5	3	6	3	3	14	8	2	4	149	78	27	15	5	39	12	41	13	2	5	2	1	4	15	9	7	8	7	4	14	5	11	6	5	2	1	3	4	9	2	5	3	6	3	3	14	8	2	4	149	78	27	15	5	39	12	41	13
GCF_030440595.1	3	6	5	1	3	14	7	7	7	7	6	15	6	11	5	5	1	1	3	4	6	3	5	5	5	5	3	14	8	2	4	149	74	30	15	4	41	10	44	12	3	6	5	1	3	14	7	7	7	7	6	15	6	11	5	5	1	1	3	4	6	3	5	5	5	5	3	14	8	2	4	149	74	30	15	4	41	10	44	12
GCF_030444335.1	4	3	1	4	1	9	7	5	7	7	6	11	6	6	10	6	1	2	4	3	7	5	5	3	5	1	3	9	3	1	5	118	62	29	13	4	30	6	31	13	4	3	1	4	1	9	7	5	7	7	6	11	6	6	10	6	1	2	4	3	7	5	5	3	5	1	3	9	3	1	5	118	62	29	13	4	30	6	31	13
GCF_030486685.2	3	5	2	1	3	12	8	7	8	10	6	13	6	11	5	5	2	1	5	6	8	4	5	2	6	3	3	14	4	2	4	139	75	35	20	4	41	8	37	12	3	5	2	1	3	12	8	7	8	10	6	13	6	11	5	5	2	1	5	6	8	4	5	2	6	3	3	14	4	2	4	139	75	35	20	4	41	8	37	12
GCF_030490285.1	4	5	2	4	3	13	6	6	4	8	8	11	6	10	12	5	1	2	9	2	5	7	4	4	10	2	3	13	8	5	4	161	80	41	21	7	39	6	47	18	4	5	2	4	3	13	6	6	4	8	8	11	6	10	12	5	1	2	9	2	5	7	4	4	10	2	3	13	8	5	4	161	80	41	21	7	39	6	47	18
GCF_030503675.1	5	4	2	3	3	9	7	6	11	10	7	11	5	8	8	4	1	2	9	5	7	9	7	2	5	2	3	10	3	3	5	136	75	37	18	7	40	6	36	13	5	4	2	3	3	9	7	6	11	10	7	11	5	8	8	4	1	2	9	5	7	9	7	2	5	2	3	10	3	3	5	136	75	37	18	7	40	6	36	13
GCF_030503875.2	3	4	1	1	1	10	6	5	6	6	5	7	7	4	5	3	1	2	7	4	5	5	5	2	6	1	3	8	7	1	5	117	61	29	14	3	27	7	32	8	3	4	1	1	1	10	6	5	6	6	5	7	7	4	5	3	1	2	7	4	5	5	5	2	6	1	3	8	7	1	5	117	61	29	14	3	27	7	32	8
GCF_030505375.1	4	8	2	2	12	19	7	15	10	9	8	11	8	7	7	5	2	3	10	21	8	5	7	4	7	3	5	19	7	14	4	234	103	79	34	7	53	8	59	11	4	8	2	2	12	19	7	15	10	9	8	11	8	7	7	5	2	3	10	21	8	5	7	4	7	3	5	19	7	14	4	234	103	79	34	7	53	8	59	11
