accession	genome_size_bp	gc_percent	genes_total	genes_proteinCoding	checkm_completeness	checkm_contamination	coding_density
GCF_001686985.1	7343952	63	6981	6700	100	0.01	87.422902546204
GCF_001703515.1	2578375	36.5	2518	2376	98.87	1.34	84.3356765404567
GCF_001705075.2	3302271	63.5	3122	2986	97.75	1.97	86.4171050770818
GCF_001718335.1	6902370	66.5	6218	6057	99.72	0	87.0775690089056
GCF_001718895.1	7780598	67.5	7113	6954	98.87	1.48	87.8778726262429
GCF_001787355.1	3093577	57.5	2996	2854	100	1.33	90.2441413289535
GCF_001855275.1	5041230	64.5	4797	4652	99.1	2.77	89.1543928763417
GCF_001858005.1	3386314	39.5	3092	3016	99.83	0	90.6077227333319
GCF_001889445.1	2708311	59	2443	2371	99.99	0.19	90.8065949589984
GCF_001936235.1	1672949	34.5	1643	1526	97.13	1.44	89.4207773219626
GCF_001975955.2	2996750	69	2937	2865	99.32	1.47	93.5054308834571
GCF_001991075.2	3211717	28.5	3117	2992	98.76	0.95	86.7498599658687
GCF_001999945.1	4255625	55.5	3552	3474	100	1.12	88.2539932442356
GCF_002139825.2	1671131	32.5	1766	1702	98.18	1.74	92.8322794562485
GCF_002162115.2	2572864	54.5	2455	2202	98.66	0	87.4677013631502
GCF_002220155.1	5023055	66	4761	4505	77.74	10.69	87.2817239707708
GCF_002220195.1	3127455	53	3001	2864	97.55	1.99	89.3264011792336
GCF_002278015.2	2845651	37	2584	2464	98.84	0.17	83.7952018712063
GCF_002285935.1	4868053	61.5	4504	4319	99.86	0.13	87.4895569132054
GCF_002327205.1	2889569	28.5	2747	2581	98.76	0	87.2217275309916
GCF_002354875.1	8131572	74	7056	6882	98.91	0.1	87.7235668576753
GCF_002848365.2	4597280	37	4000	3850	96.68	16.95	85.6390082831587
GCF_002849875.1	4867393	44.5	4226	4115	98.14	0.55	87.7324473285802
GCF_003019655.1	3346458	29.5	3144	3048	99.37	0.48	87.8673809741524
GCF_003176915.1	1193042	38	1007	921	51.15	0.61	81.486066710141
GCF_003288115.1	2290452	40	2292	2160	99.05	0	87.5919687467801
GCF_003667885.1	3958372	44	4060	3817	99.35	0	87.6966591315824
GCF_003711265.1	2832685	38.5	2241	2159	93.78	1.69	89.550020563529
GCF_003721155.3	3481073	73	3363	3296	91.25	6.94	92.1055088474157
GCF_003722295.1	4416922	45	4035	3911	83.2	11.92	90.0573747962948
GCF_003815975.1	5318634	36.5	4889	4749	99.52	0.52	87.3759690928159
GCF_003932995.1	4038634	62.5	3746	3630	97.44	2.82	89.5256168298489
GCF_003966735.1	3720107	56	3428	3348	98.79	0	88.2761436700611
GCF_004028275.1	2612894	50.5	2459	2393	99.66	0	90.3741598396261
GCF_004103615.1	4810226	46	5065	4762	97.6	0	87.0350998061214
GCF_004328555.1	4232912	64.5	4023	3890	98.92	0.29	88.1976048639802
GCF_004353865.1	4905973	67	4745	4649	99.49	0.76	93.1057101211116
GCF_004367745.1	5691775	62.5	5128	5021	98.2	5.28	88.145771749586
GCF_005144435.2	6276641	59.5	5888	5750	99.71	2.14	88.448885319393
GCF_005671335.1	4315604	43.5	4263	4067	99.35	1.53	85.4757526408818
GCF_006151905.1	2941522	46.5	2741	2627	98.77	0.75	84.4254097028681
GCF_006874765.1	4381393	41	3990	3729	72.98	7.12	83.3221763032898
GCF_007289895.1	4868003	41	4099	3943	97.1	0.44	90.5223969664768
GCF_007954605.1	1791608	43.5	1825	1719	99.31	1.21	89.0217056409661
GCF_008330085.1	5774740	54	5507	5294	100	1.38	88.5222018653654
GCF_008369745.1	5497186	34	4643	4530	98.75	0.79	87.2478755494175
GCF_008807735.1	5585953	35.5	5869	5531	99.41	0.39	84.3496176928091
GCF_008876665.1	1752928	42.5	1761	1652	99.25	0	88.0828533744683
GCF_009184705.1	2611959	36.5	2586	2411	97.66	0.65	85.5065106305267
GCF_009428965.1	1714771	53.5	1741	1586	98.86	0	87.3643186174714
GCF_009586235.1	8366868	67	7637	7434	99.57	2.06	86.9475889902888
GCF_009731575.1	2878459	55.5	2443	2363	100	0.35	88.0028862665753
GCF_009734005.1	2919198	38	2900	2722	99.61	0.31	85.6650353967083
GCF_009739945.1	5315231	35.5	5449	5113	98.09	0.1	84.233610919262
GCF_009769205.1	2039404	37	2033	1874	95.69	3.56	87.6724278269534
GCF_009832765.1	3190226	40	3057	2947	99.35	0.65	84.7176657703874
GCF_009884975.1	4024840	40.5	3767	3611	99.49	0.27	87.6605529660806
GCF_011058775.1	1318700	33	1293	1174	99.61	0.4	88.8230075073937
GCF_011397855.1	6089454	67	5636	5530	100	0.77	90.1616466763687
GCF_011604665.2	6897135	64.5	6565	6447	99.95	0	87.7357047527705
GCF_011617105.1	4772047	48.5	4371	4220	100	0	85.5860179080382
GCF_011765605.1	2521134	41	2474	2343	98.5	0.43	87.9317005760107
GCF_012225885.1	4012371	43.5	4260	3964	98.82	0	87.2859214663848
GCF_012913625.1	6530403	63	6331	6150	99.74	0.28	87.9593035835614
GCF_013343195.2	2830557	32.5	2509	2421	99.53	0.47	86.7327525995767
GCF_013347325.1	5760010	67.5	5213	5054	89.92	3.15	88.2642391245849
GCF_013423865.1	2175821	46.5	2202	2042	99.02	0	85.1138489793048
GCF_014042035.1	4235749	46	4254	4075	98.19	0	87.5168004525292
GCF_014069315.1	2661801	50.5	2577	2410	98.69	0.65	84.9761871755251
GCF_014070455.1	5263177	67.5	4899	4781	99.66	0.11	91.447941043974
GCF_014218275.1	4458493	60.5	4008	3914	99.84	0.63	87.7739855148365
GCF_014621655.1	2839791	32	2746	2609	99.26	0.5	87.8731216487411
GCF_014656585.1	2173634	37.5	2160	1917	99.03	0.16	88.3967586079349
GCF_014844295.1	3221278	31.5	2864	2712	99.53	0.16	85.6802176030756
GCF_014961145.1	2120336	45	2069	1998	98.99	0	92.2776390157032
GCF_015097455.1	2869982	30	3069	2928	98.79	0.31	89.5795862134327
GCF_015139575.1	6041841	56	5685	5488	99.66	0.84	88.2079650887867
GCF_015167415.1	5003047	54	4797	4639	100	0	88.1959134103677
GCF_015326295.1	4858647	56	4596	4474	92.87	23.48	87.6347057112814
GCF_015999465.1	3859707	55.5	3453	3249	100	0.28	85.0773387720881
GCF_016026755.1	4862621	38	4792	4545	82.96	6.81	83.9654581346151
GCF_016127855.1	3152123	68	2670	2582	97.98	1.94	87.4318673478161
GCF_016250455.1	3161380	56.5	3198	3071	98.05	1.86	89.6898822666051
GCF_016698705.1	8201484	68	7090	6941	99.86	2.15	87.5348290626428
GCF_016728105.1	2904831	59.5	2742	2603	99.9	0.13	88.9438662696728
GCF_016728825.1	6901970	67.5	6449	6332	95.34	7.03	90.5614918639171
GCF_016757795.1	3198086	58	3106	2883	96.12	5.13	89.4372133832549
GCF_016865215.1	2362417	34	2488	2381	92.68	1.88	88.891927208448
GCF_017310015.1	4053293	55.5	3831	3696	85.54	4.24	90.9552800648756
GCF_017815575.1	3554892	57	3030	2943	93.23	9.35	85.805419686449
GCF_017894325.1	2193720	62.5	1856	1725	96.78	0.95	85.2998103677771
GCF_017915135.1	5384159	65	5063	4934	99.83	0.22	89.9476779939077
GCF_018135955.1	2017543	32.5	1961	1898	98.37	1.88	92.2793219277111
GCF_018138125.1	3029824	52.5	3133	3001	99.04	1.69	89.1552776662935
GCF_018139045.1	5910952	55.5	5576	5348	99.8	0.59	88.0685716953885
GCF_018289135.1	6558523	42	5401	5170	98.87	6.12	89.4139884849074
GCF_018292205.1	5499725	43	4592	4388	96.61	0.9	89.885967025624
GCF_018363075.1	2855405	47	2737	2579	97.28	0	84.7921398190449
GCF_018406465.1	3103757	38.5	2909	2816	99.37	0	86.7606581314194
GCF_018604565.1	3396606	47	3561	3438	99.36	0.7	88.5873722180318
GCF_018739485.1	5697065	35.5	5810	5450	99.41	2.21	83.0037923035809
GCF_018885085.1	4095894	28.5	3737	3583	98.91	0.5	82.7873231094359
GCF_018972105.1	1940863	33	1898	1842	99.63	0.25	92.7093256968678
GCF_019175485.1	4255835	39.5	4131	3984	98.37	7.79	87.3879978899558
GCF_019343125.1	2728070	38.5	2679	2482	99.32	0.27	85.6997437749032
GCF_019396925.1	4149690	46.5	4172	3965	97.82	0.86	88.4206772072131
GCF_019603355.1	3731915	44.5	3877	3627	96.92	1.11	83.6678756080993
GCF_019797805.1	2610628	47	2505	2431	98.58	1.6	93.2494403645406
GCF_019930925.1	1946727	38.5	1645	1508	99.77	0.13	75.4276280135838
GCF_020091505.1	6352228	42.5	5060	4861	99.88	0.12	89.0666707807088
GCF_020149575.1	4357928	60	4027	3840	97.11	1.11	86.4261639935309
GCF_020150375.1	4945534	48	4549	4378	99.59	0	85.2865635945481
GCF_020181435.1	3284789	44.5	3333	3228	98.75	3.33	90.3410843131781
GCF_020217405.1	4691642	37.5	4672	4477	97.87	2.87	84.6520258792124
GCF_020406815.2	4769588	53.5	4211	4060	98.81	1.77	85.8559900771304
GCF_020422925.2	1161689	30	1098	1042	99.59	0.08	89.8564934332683
GCF_020423125.1	4531033	61	4199	3974	99.07	0.4	86.5476592203147
GCF_020683125.1	5164665	54	4790	4616	98.01	6.12	87.4323504041405
GCF_020861345.1	5594640	35.5	5749	5369	99.41	0	84.3777973202923
GCF_020911725.1	3625784	31.5	3539	3390	99.38	0.31	87.3355941777006
GCF_021249385.1	3668757	67.5	3378	3237	98.45	0.39	90.2013406720587
GCF_021496385.1	3488294	40.5	3384	3250	92.26	4.38	86.8976926830135
GCF_022533465.1	5319780	70	5050	4867	99.09	1.1	86.6317028147781
GCF_023023125.1	4780485	55	4583	4423	99.5	0.12	89.6899373180755
GCF_023195755.1	3989211	37	3626	3535	99.15	0.72	88.218472274342
GCF_023374935.1	5358657	52	5190	4984	99.59	1.49	88.4498112120257
GCF_023499275.1	2106259	38	2058	1966	99.58	1.4	88.3717529515601
GCF_023573145.1	7110107	69.5	6601	6434	99.46	0.96	92.6066654130521
GCF_023700225.1	3711234	44	3678	3544	97.86	0.71	87.7237059156065
GCF_024296885.1	5537675	35.5	5747	5429	98.82	0.29	84.329181470563
GCF_024927925.1	3383707	48.5	3347	3159	85.41	9.96	83.3718463212093
GCF_025118245.1	4299756	58	4152	4008	91.18	15.54	87.7751667769055
GCF_025144545.1	2305309	50	2179	2082	96.9	0.32	86.7723589332276
GCF_026210475.1	5803119	67.5	5084	4923	90.62	2.36	86.9987846190988
GCF_027915275.1	3694481	32	3258	3191	95.23	1.56	91.4409087501059
GCF_028596105.1	4730769	63	4464	4242	98.72	0.45	88.792012461399
GCF_028736055.1	3786308	68	3577	3493	99.24	0.6	88.7710931070584
GCF_029215875.1	6944081	66.5	6477	6311	98.57	2.86	90.3094592358586
GCF_029639525.1	5175544	68	4640	4503	99.92	0	90.2947013879121
GCF_029714545.1	8851675	64	8357	8113	100	0	84.7468981859366
GCF_029772985.1	4282228	43.5	4426	4111	99.2	0.51	88.1794243557326
GCF_029853775.1	2642502	59.5	2419	2304	95.84	1.04	89.118229617234
GCF_029854215.1	4228891	54.5	3903	3800	99.89	0.49	89.6267603019326
GCF_029866465.1	5682553	66	5195	5098	97.84	1.1	90.6322739092799
GCF_029961225.1	2103331	51.5	2157	1987	96.28	3.04	86.6651991531528
GCF_029962465.1	4669757	50.5	4469	4239	99.66	1.09	88.0422685805707
GCF_030253495.1	3980311	71.5	3343	3227	100	0.23	85.1526677186783
GCF_030292135.1	5889853	35	6084	5662	98.82	0.1	83.2238937032894
GCF_030295685.1	3839705	61	3548	3452	94.32	2	90.6841280775476
GCF_030408875.1	2612809	65.5	2418	2308	99.85	0	90.956782527923
GCF_030520105.1	3988786	51.5	3688	3606	90.2	0	91.7498456923986
GCF_030585465.1	4942908	31	4750	4521	99.69	1.99	83.3868443434513
GCF_030864025.1	2946270	37	2886	2752	98.75	1.98	89.094821587974
GCF_030908325.1	4527066	44.5	4536	4301	99.41	0	86.4944977608014
GCF_031760945.1	3834459	39	3727	3498	99.35	0.65	81.7217761358252
GCF_032850805.1	2544243	33.5	2599	2523	99.27	3.17	93.1666904458419
GCF_033547035.1	13249988	69	10477	10302	98.99	5.76	91.4271922359477
GCF_035231985.1	2071255	33	2057	1920	98.28	1.62	87.041817641961
GCF_035990065.1	2735685	70.5	2428	2353	99.62	0.72	88.4221684879655
GCF_036320555.1	4765196	64.5	4562	4411	99.1	2.11	89.3551283095176
GCF_036352035.1	6693153	67	6127	5968	98.32	1.93	87.5481555553862
GCF_036689625.1	1623294	42.5	1564	1452	98.37	0	86.0202156848975
GCF_038368255.1	3772213	62	3732	3641	99.91	0.57	93.3316862011769
GCF_039555305.1	1669269	38	1435	1340	99.28	0.18	81.6863549254195
GCF_039654145.1	3956336	37.5	3778	3583	99.68	1.18	79.8159205891512
GCF_039718975.1	4919140	55.5	4743	4547	99.32	0.71	89.4131494529532
GCF_040215475.1	8416198	66.5	7593	7400	100	0.09	87.1559699522278
GCF_040959045.1	2514473	43	2369	2256	97.13	3.93	83.3804141066538
GCF_041021905.1	4101087	39	3865	3663	95.3	2.55	87.5413762253763
GCF_041464075.1	4709180	55	4505	4337	100	0	89.0392382537937
GCF_042137965.1	5885562	56	5541	5357	99.64	0.84	88.4256082936515
GCF_042846195.1	2919754	41.5	2816	2691	99.38	0.62	88.5972927856251
GCF_043228865.1	3832351	53.5	3497	3289	98.04	0.22	84.9251542982363
GCF_043972695.1	4726897	56	4502	4362	99.61	0.08	89.6831896273602
GCF_044999035.1	8578408	73	7670	7431	97.73	2.51	86.6656610410696
GCF_045002895.1	3378009	43	3126	2991	98.09	2.29	86.634168233418
GCF_045689615.1	5407429	66	5058	4957	99.91	1.39	90.404626671936
GCF_045689975.1	3536561	70.5	3318	3217	99.16	0	90.8250981674005
GCF_045833485.1	4240493	66.5	3924	3820	99.47	0.26	90.0154298096943
GCF_046603695.1	4156662	44.5	4214	4077	99.35	0	85.9992224530164
GCF_047226435.1	3711736	70.5	3537	3451	91.23	8.84	89.2457868770839
GCF_047305825.1	3422841	69	3108	2972	98.54	0.81	91.1059847652871
GCF_047943035.1	4679251	67.5	4481	4344	95.87	3.85	89.3707133898139
GCF_048595595.1	3397546	46.5	2755	2590	99.65	0	85.5890398540594
GCF_900116935.1	2607423	40	2455	2281	98.37	0.87	82.8431750429447
GCF_900324035.1	8156021	63.5	7735	7357	99.76	0.89	84.4935539033065
GCF_900638615.1	2018538	38.5	1722	1597	97.69	1.84	76.5469364460813
GCF_904859905.1	5171093	51.5	5048	4854	98.21	2.37	88.5434471977201
GCF_905331265.2	5023439	55	4832	4669	99.35	0.72	89.6255931444574
GCF_946995915.1	5357197	63.5	5250	5141	99.74	0.96	89.1199446277596
GCF_947036595.1	2875839	32	2860	2756	98.51	4.02	87.3558290293719
GCF_949774925.1	2476671	41.5	2273	2196	99.18	0.41	84.0670399903742
GCF_949790605.1	3502975	34.5	3241	3134	98.22	10.62	85.273431868626
GCF_963227125.1	2651792	35.5	2603	2496	99.13	1.56	87.6115472103393
GCF_000006925.2	4828820	50.5	4788	4313	97.03	0.47	78.0803798857692
GCF_000009805.1	6292344	70.5	6059	5946	99.6	0.63	89.7201901231084
GCF_000012405.1	3642249	67.5	3167	3083	98.72	0.43	83.6324205182018
GCF_000012665.1	3730232	58	3381	3266	98.6	1.74	87.7596621336153
GCF_000014265.1	7750108	34	5449	4989	98.8	0	64.0364882657119
GCF_000014505.1	1832387	37.5	1821	1735	98.76	0.62	88.4181671229931
GCF_000014705.1	4845257	41.5	4183	4015	99.84	0.35	84.4553137222649
GCF_000014765.1	2781824	48.5	2744	2580	99.53	0.08	88.2719395619565
GCF_000015485.1	3661391	63	3170	3073	98.8	0.3	85.3643055330611
GCF_000015665.1	1704176	31	1924	1878	99.45	0	88.4107627381209
GCF_000021865.1	3871920	66.5	3733	3617	99.15	0	90.6517954916424
GCF_000023545.1	4679450	55	4108	3949	99.59	0.21	85.6071760570153
GCF_000026745.1	2170808	41	2137	1991	99.88	0.09	88.0685440628559
GCF_000069965.1	4099895	39	3803	3632	99.18	1.49	85.1159358959193
GCF_000091305.1	10148695	71.5	8909	8613	100	0.76	87.1120572645054
GCF_000156995.2	5714458	58	5190	4968	100	0.24	88.3308968234608
GCF_000178875.2	5368767	46.5	4659	4456	98.85	0.07	84.5233179238362
GCF_000184435.1	5783292	68	5559	5346	99.16	0.78	92.6211576382448
GCF_000186005.1	1118751	27	1035	969	98.89	0.94	89.1833839701596
GCF_000196095.1	5165770	45.5	4710	4506	99.49	0.6	86.3100951068282
GCF_000196475.1	5094138	42	4503	4256	98.45	1.01	82.9732331554426
GCF_000196515.1	5486145	38.5	5697	4520	96.32	0.3	73.0931282348534
GCF_000214235.1	5442880	56	5121	4955	99.45	0.58	87.36271973661
GCF_000219805.1	1441470	35.5	1423	1341	98.12	0	85.1287227621803
GCF_000221985.1	2195458	40	2303	2083	98.16	0.3	87.5709760787954
GCF_000222975.1	4658411	47.5	4245	3959	98.69	0.86	83.8949804987151
GCF_000226625.1	1638559	38.5	1564	1499	99.28	0	93.0670180323077
GCF_000233915.3	3452554	67.5	3215	3089	98.96	0.57	88.4302750949008
GCF_000238215.1	3405521	47	2847	2705	99.33	0.91	88.8220040340377
GCF_000250635.1	4400185	46.5	3441	3364	99.06	0.82	82.7472481270674
GCF_000253315.1	2210574	40	2054	1936	99.45	0.66	87.8061535148789
GCF_000253375.1	4482059	65.5	4206	3935	99.44	0	91.4923922241988
GCF_000258535.2	8819200	58.5	7497	7216	97.64	5.16	84.9628197568941
GCF_000261345.2	7783599	71.5	7028	6782	99.48	0	88.1139817197674
GCF_000277895.2	4837576	63.5	4294	3811	97.9	0.46	85.4823986227813
GCF_000280865.2	7901452	71.5	6803	6589	99.53	0.79	85.7514796014707
GCF_000307585.2	2837411	35	2892	2791	98.9	1.51	89.4237035099956
GCF_000309885.1	2401329	68.5	2557	2446	98.5	0.33	94.7596101991855
GCF_000317305.3	5421267	67	5156	5070	99.6	1.82	93.1353500943599
GCF_000336465.1	5512241	61	4949	4734	99.68	0.75	89.1587831518978
GCF_000376545.2	4830028	59	4621	4493	99.12	0.29	88.7397754215918
GCF_000487995.2	2347083	31	2187	2115	88.77	1.24	87.8825759463981
GCF_000498655.1	2163236	46	1909	1841	98.38	1.17	86.4501145506084
GCF_000522545.2	9482704	62.5	8425	8238	99.5	0.26	85.0470076889461
GCF_000696345.2	5656185	62.5	5308	5123	99.36	0.91	89.8380445476943
GCF_000696675.2	6806506	62.5	6318	6180	95.77	5.73	90.466195137417
GCF_000709415.1	2757557	33	2594	2497	99.7	0.7	83.7330289092846
GCF_000783935.2	5823931	55.5	5537	5304	100	0	87.29924856596
GCF_000785495.1	5637360	73	5612	5538	99.11	2.29	94.2187655214498
GCF_001020955.1	2969361	66	2822	2707	99.56	0.07	88.8546054184722
GCF_001281025.1	1906344	40	1869	1772	99.5	0.59	89.3116877121863
GCF_001281085.1	2295822	59.5	2083	2012	100	1.42	90.7807312587823
GCF_001399775.1	2338641	68	2560	2442	99.37	0.47	93.4743725095045
GCF_001465255.1	5200139	49.5	5186	4981	98.61	0.6	87.1936307856386
GCF_001483865.1	5681722	66.5	4947	4837	98.71	1.62	89.054973122585
GCF_001558775.1	2571829	34	2466	2352	97.67	0.32	84.6116129804898
GCF_001559015.1	4679853	66	4400	4303	92.07	10.92	90.5358779431747
GCF_001587155.1	5530249	66.5	4896	4715	98.85	1.54	87.9831993098322
GCF_001590685.1	4674191	40.5	4499	4321	94.77	12.65	80.7401965388235
GCF_001606025.1	3349444	43	2795	2703	99.83	1	83.1155558952471
GCF_001611155.1	2173661	38.5	2087	1968	89.31	7.13	85.8440667611003
GCF_001617625.1	3938396	56.5	3344	3259	99.44	0	86.3843554584151
GCF_001660045.1	7766531	72.5	6978	6823	99.91	0.76	89.6205397235909
GCF_001664265.1	6478651	61	6323	6054	99.71	0.06	87.3760602322922
GCF_001664385.1	6726041	61.5	6454	6197	99.92	0.38	87.6235217715741
GCF_001702155.1	3321356	47	3019	2828	98.28	1.31	79.8396498297683
GCF_001708425.1	6124363	60.5	5440	5251	99.8	0.19	88.0906308133597
GCF_001742225.1	6918128	65	6533	6300	97.03	10.5	89.0614050506149
GCF_001874645.1	6118567	58.5	5840	5523	98.65	0.29	87.6047120183533
GCF_001878675.1	3917759	37.5	3897	3783	99.84	0.77	83.8816527509732
GCF_001908275.1	7098239	46	6218	6015	99.7	0	84.8210239187494
GCF_001951095.1	2363492	45.5	2239	2107	98.77	0	86.3133448304458
GCF_001984445.1	8243179	72	7337	7093	99.91	1.89	86.4623344949806
GCF_001999225.1	4594697	39	4108	3896	100	0.66	85.8459219400104
GCF_002073255.2	2335516	40.5	2202	2113	98.52	0.47	88.8872951416304
GCF_002080125.1	1994386	41.5	1905	1807	98.96	0.44	85.9974448276312
GCF_002082195.1	8482298	71	7603	7319	99.47	0.76	86.268060848605
GCF_002127965.1	2468871	49.5	2288	2217	98.42	2.47	87.531183281751
GCF_002157855.1	4295882	40.5	4357	4216	99.03	0.32	84.4463604912798
GCF_002285515.1	5250904	63.5	4571	4279	99.7	0.85	86.0645519323911
GCF_002370195.2	3488104	36.5	3451	3265	88.18	3.94	81.9886677690803
GCF_002442935.1	3007747	33	2920	2780	99.25	2.3	82.8724955922157
GCF_002504085.1	5532633	64	5207	5085	96.17	10.09	90.1627308371982
GCF_002568625.1	8918539	68.5	8126	7946	96.6	7.52	88.6608557746958
GCF_002813575.1	10231233	42	9773	9049	98.55	4.45	78.8057998483663
GCF_002849795.1	3913006	41.5	3036	2887	99.11	0	79.902151951722
GCF_002849835.1	4263520	36.5	3981	3823	99.03	0.65	79.6593659699028
GCF_002892185.1	4248079	60	4025	3931	99.05	1.44	88.4534397783092
GCF_002983865.1	4308791	59	4053	3975	99.27	0	90.2996687469873
GCF_003013675.1	5438826	68.5	5210	5101	98.32	1.86	91.0185212764666
GCF_003025345.2	6164858	67	5762	5521	99.01	0.14	89.7270464299421
GCF_003054475.1	5386612	41	4737	4538	99.41	0.87	81.6087923169518
GCF_003177055.1	6810864	62	6498	6088	92.22	4.78	86.2661330486118
GCF_003253775.1	3187112	58	3051	2330	94.99	1	70.9431297048864
GCF_003330785.1	7508450	63	6745	6578	100	0.45	86.4842011333897
GCF_003443655.1	6684490	41.5	6108	5789	96.45	0.81	77.4931670179775
GCF_003571725.1	2541629	33	2523	2399	99.55	0	86.0346651694642
GCF_003671975.1	6079134	61.5	5757	5495	95.46	4.96	89.8522059227515
GCF_003812505.1	2257431	31.5	2262	2137	90.89	2.63	85.9000341538678
GCF_003851555.1	6562330	59.5	6038	5849	100	0.5	88.8410366439969
GCF_003932035.1	5009413	52	4509	4338	98.08	0.78	86.025089167134
GCF_003932715.1	8019548	72	6627	6446	99.58	0.76	86.2441000415485
GCF_004011115.1	3436894	67	3332	3207	97.83	2.72	86.9330564166367
GCF_004116975.1	3930735	37.5	3613	3456	83.84	5.34	84.4460641584844
GCF_004421025.1	4396536	41.5	3630	3536	87.18	3.44	90.0100442712172
GCF_004771075.1	2216758	45	2103	1974	98.14	0	87.4361567658716
GCF_004843545.1	2149841	37.5	2201	2023	99.87	0.1	85.6824760528802
GCF_005670685.2	6099273	67	5969	5836	98.94	1.03	92.3524656135248
GCF_005862185.2	6782610	61	6576	6264	99.43	0.61	87.8690798969718
GCF_007814525.1	2394574	37	2360	2247	98.3	1.22	86.1192429217055
GCF_008369605.1	4138412	47.5	3801	3627	99.52	1.7	86.5931183265465
GCF_008370715.1	6738544	61	6052	5897	96.75	1.64	87.8882292673313
GCF_008694105.1	3290626	53.5	3282	3136	97.41	1.82	89.5487667088268
GCF_008704515.1	7280536	72.5	6555	6274	99.91	0.42	86.3872659925039
GCF_008803015.1	2096943	41	2078	1927	99.61	0.22	86.0592300315269
GCF_009363115.1	5643381	46	5421	4977	99.72	0	84.1952014226933
GCF_009665415.1	4632930	48.5	4205	3990	99.45	0.47	86.0193657145694
GCF_009755645.1	5612010	61	5131	4981	99.29	0.96	90.2836060520206
GCF_009856605.1	7096012	41.5	5979	5837	99.44	0.11	82.5288345059169
GCF_009911755.1	6095635	65.5	5719	5571	99.36	2.26	89.0329883597033
GCF_010450915.1	7105405	51	6236	6035	98.97	1.31	85.4150889358172
GCF_011040435.1	5313922	57.5	4844	4676	99.48	0.19	87.9749458121516
GCF_011045835.1	4118748	39	3810	3659	86.69	5.77	85.0484419051615
GCF_011466855.1	2449249	36	2428	2319	98.42	1.78	86.4447836867546
GCF_012029655.1	5598454	57.5	5269	5061	100	0	87.9156638600585
GCF_013085545.1	4761435	62.5	4180	4101	98.2	2.69	87.6899296115562
GCF_013364315.1	8452583	71.5	7498	7236	99.91	0.3	87.472125384631
GCF_013409125.2	4934017	62.5	4643	4507	99.84	0.79	89.7585476499169
GCF_014109845.1	3848207	69	3496	3360	89.49	4.6	89.7732892227471
GCF_014171495.1	8824362	64.5	7913	7648	98.66	0.89	86.1056130743503
GCF_014297595.2	2933059	53	3032	2783	96.27	0.49	78.6497987254945
GCF_014697095.1	5279693	54.5	4894	4772	99.88	0.95	89.0703493555402
GCF_014789145.1	1593241	41	1576	1464	96.04	1.4	87.0229927550195
GCF_015244315.1	8458055	72.5	7352	7077	99.53	0	88.6116488956385
GCF_015326725.1	3789050	41	3939	3690	94.21	6.91	82.1945606418496
GCF_015377145.2	4934136	58.5	4603	4416	99.6	0.44	88.956627867574
GCF_015689195.1	4995896	52	4481	4314	98.31	0.55	86.2375237595018
GCF_015689395.1	2154778	41.5	2063	1932	99	0.19	84.6757763444773
GCF_015689495.1	4437754	52.5	4099	4003	99.34	1.02	89.2726590973722
GCF_016127455.1	2772325	33	2684	2567	99.81	0.38	83.7782006077931
GCF_016128095.1	2174327	39.5	2172	1984	97.97	0.57	87.4823796052756
GCF_016599795.1	2484808	31.5	2450	2324	99.14	0.02	85.901284928252
GCF_016728785.1	3543719	31.5	3471	3366	99.37	0.79	87.7248732193495
GCF_016747875.1	2849946	39	2487	2380	99.59	1.47	86.5542715546189
GCF_016801755.1	4046066	58.5	3955	3885	88.73	6.93	91.5487290617602
GCF_016861545.1	4865109	66	4680	4423	97.81	0.98	91.1808759063774
GCF_016888945.1	4113613	45.5	3534	3353	100	0	88.7016109682656
GCF_016917755.1	9857535	71.5	8704	8287	99.6	2.29	85.3683907792364
GCF_017068375.1	10909875	67	10105	9649	99.46	5.56	88.4897123019283
GCF_017167965.1	5990776	60	5477	5332	99.63	0.08	88.4086802778138
GCF_017357285.1	7811507	61	7565	7267	99.94	0.03	87.2474543004314
GCF_017607425.1	6073182	67.5	5867	5740	99.12	1.3	91.4998924781112
GCF_018127765.1	2990547	42	2487	2342	97.79	1.72	83.56370924784
GCF_018128125.1	2999514	41	2403	2280	98.81	0	83.2634553464328
GCF_018141485.1	8278595	72	7244	6976	99.95	0.52	87.8965452471102
GCF_018207515.1	7708938	52	6688	6513	99.17	0.81	86.151646309777
GCF_018279895.1	5348976	45.5	4513	4344	99.15	1.45	90.3265036148975
GCF_018286635.1	4828758	62.5	4771	4650	92.82	6.49	89.6376045351621
GCF_018398475.1	5938989	64	5491	5297	99.29	0.91	89.8798768611964
GCF_018604145.1	9041977	51.5	7237	7034	99.72	0.11	88.0359682401316
GCF_018802645.1	4413527	62	4156	4012	98.58	2.13	88.7462566786155
GCF_019334125.1	6739623	61.5	6199	6083	98.48	1.14	90.9205158804877
GCF_019704535.1	4545686	64.5	4292	4197	99.56	0.27	90.2307594497288
GCF_019797925.1	5380608	43.5	4695	4518	90.15	6.55	87.9196737617756
GCF_019890955.1	4885065	57.5	4612	4445	99.11	1.65	87.7448304167908
GCF_020079945.1	3839721	56.5	3639	3469	94.48	1.05	87.3399134989235
GCF_020542785.1	9166298	67	8357	8101	99.16	1.91	90.2091007732893
