accession	genome_size_mb	genes_total_num	genes_protein_num	gc_percent	organism_name	organism_taxId	ORGANISM ECOSYSTEM CATEGORY
GCF_029866465.1	5.682553	5195	5098	66.0	Achromobacter mucicolens	1389922	Unclassified
GCF_029961225.1	2.103331	2157	1987	51.5	Limosilactobacillus fermentum	1613	Mammals: Human
GCF_029962465.1	4.669757	4469	4239	50.5	Escherichia marmotae	1499973	Mammals
GCF_030253495.1	3.980311	3343	3227	71.5	Actinomyces israelii	1659	Mammals: Human
GCF_030292135.1	5.889853	6084	5662	35.0	Bacillus albus	2026189	Aquatic
GCF_030295685.1	3.839705	3548	3452	61.0	Halopseudomonas aestusnigri	857252	Terrestrial
GCF_030408875.1	2.612809	2418	2308	65.5	Corynebacterium gottingense	2041036	Mammals: Human
GCF_030520105.1	3.988786	3688	3606	51.5	Candidatus Fervidibacter sacchari	1448929	Aquatic
GCF_030585465.1	4.942908	4750	4521	31.0	Clostridium estertheticum	238834	Food production
GCF_030864025.1	2.94627	2886	2752	37.0	Anaerostipes hadrus	649756	Mammals: Human
GCF_030908325.1	4.527066	4536	4301	44.5	Bacillus swezeyi	1925020	Terrestrial
GCF_031760945.1	3.834459	3727	3498	39.0	Aeribacillus composti	1868734	Solid waste
GCF_032850805.1	2.544243	2599	2523	33.5	Hydrogenimonas thermophila	223786	Aquatic
GCF_033547035.1	13.249988	10477	10302	69.0	Archangium violaceum	83451	Terrestrial
GCF_035231985.1	2.071255	2057	1920	33.0	Ligilactobacillus salivarius	1624	Mammals: Human
GCF_035990065.1	2.735685	2428	2353	70.5	Kocuria rhizophila	72000	Mammals: Human
GCF_036320555.1	4.765196	4562	4411	64.5	Chromobacterium subtsugae	251747	Plants
GCF_036352035.1	6.693153	6127	5968	67.0	Burkholderia multivorans	87883	Mammals: Human
GCF_036689625.1	1.623294	1564	1452	42.5	Ligilactobacillus saerimneri	228229	Mammals: Human
GCF_038368255.1	3.772213	3732	3641	62.0	Azonexus hydrophilus	418702	Bioreactor
GCF_039555305.1	1.669269	1435	1340	38.0	Bartonella schoenbuchensis	165694	Mammals
GCF_039654145.1	3.956336	3778	3583	37.5	Caldifermentibacillus hisashii	996558	Terrestrial
GCF_039718975.1	4.91914	4743	4547	55.5	Enterobacter chuandaensis	2497875	Mammals: Human
GCF_040215475.1	8.416198	7593	7400	66.5	Burkholderia contaminans	488447	Terrestrial
GCF_040959045.1	2.514473	2369	2256	43.0	Alkalibacterium putridalgicola	426703	Algae
GCF_041021905.1	4.101087	3865	3663	39.0	Acinetobacter nosocomialis	106654	Mammals: Human
GCF_041464075.1	4.70918	4505	4337	55.0	Lelliottia nimipressuralis	69220	Plants
GCF_042137965.1	5.885562	5541	5357	56.0	Klebsiella grimontii	2058152	Mammals: Human
GCF_042846195.1	2.919754	2816	2691	41.5	Faecalimonas umbilicata	1912855	Mammals: Human
GCF_043228865.1	3.832351	3497	3289	53.5	Erwinia amylovora	552	Plants
GCF_043972695.1	4.726897	4502	4362	56.0	Enterobacter quasiroggenkampii	2497436	Mammals: Human
GCF_044999035.1	8.578408	7670	7431	73.0	Kitasatospora griseola	2064	Terrestrial
GCF_045002895.1	3.378009	3126	2991	43.0	Eubacterium ramulus	39490	Mammals: Human
GCF_045689615.1	5.407429	5058	4957	66.0	Aromatoleum evansii	59406	Aquatic
GCF_045689975.1	3.536561	3318	3217	70.5	Dietzia kunjamensis	322509	Terrestrial
GCF_045833485.1	4.240493	3924	3820	66.5	Arthrobacter nitrophenolicus	683150	Terrestrial
GCF_046603695.1	4.156662	4214	4077	44.5	Metabacillus indicus	246786	Food production
GCF_047226435.1	3.711736	3537	3451	70.5	Curtobacterium poinsettiae	159612	Plants
GCF_047305825.1	3.422841	3108	2972	69.0	Citricoccus nitrophenolicus	863575	Wastewater
GCF_047943035.1	4.679251	4481	4344	67.5	Aureimonas phyllosphaerae	1166078	Plants
GCF_048595595.1	3.397546	2755	2590	46.5	Bacteroides pyogenes	310300	Mammals
GCF_900116935.1	2.607423	2455	2281	40.0	Ligilactobacillus acidipiscis	89059	Food production
GCF_900324035.1	8.156021	7735	7357	63.5	Bradyrhizobium vignae	1549949	Plants
GCF_900638615.1	2.018538	1722	1597	38.5	Bartonella elizabethae	807	Mammals
GCF_904859905.1	5.171093	5048	4854	51.5	Citrobacter freundii	546	Mammals: Human
GCF_905331265.2	5.023439	4832	4669	55.0	Enterobacter cloacae	550	Mammals: Human
GCF_946995915.1	5.357197	5250	5141	63.5	Aminobacter niigataensis	83265	Terrestrial
GCF_947036595.1	2.875839	2860	2756	32.0	Mammaliicoccus lentus	42858	Mammals
GCF_949774925.1	2.476671	2273	2196	41.5	Candidatus Methylacidiphilum fumarolicum	591154	Aquatic
GCF_949790605.1	3.502975	3241	3134	34.5	Carnobacterium maltaromaticum	2751	Food production
GCF_963227125.1	2.651792	2603	2496	35.5	Companilactobacillus paralimentarius	83526	Plants
GCF_000006925.2	4.82882	4788	4313	50.5	Shigella flexneri 2a str. 301	198214	Mammals: Human
GCF_000009805.1	6.292344	6059	5946	70.5	Nocardia farcinica IFM 10152	247156	Mammals: Human
GCF_000012405.1	3.642249	3167	3083	67.5	Thermobifida fusca YX	269800	Solid waste
GCF_000012665.1	3.730232	3381	3266	58.0	Oleidesulfovibrio alaskensis G20	207559	Terrestrial
GCF_000014265.1	7.750108	5449	4989	34.0	Trichodesmium erythraeum IMS101	203124	Aquatic
GCF_000014505.1	1.832387	1821	1735	37.5	Pediococcus pentosaceus ATCC 25745	278197	Plants
GCF_000014705.1	4.845257	4183	4015	41.5	Shewanella frigidimarina NCIMB 400	318167	Aquatic
GCF_000014765.1	2.781824	2744	2580	48.5	Nitrosomonas eutropha C91	335283	Wastewater
GCF_000015485.1	3.661391	3170	3073	63.0	Nitratidesulfovibrio vulgaris DP4	391774	Aquatic
GCF_000015665.1	1.704176	1924	1878	31.0	Prochlorococcus marinus str. MIT 9515	167542	Aquatic
GCF_000021865.1	3.87192	3733	3617	66.5	Rhodobacter capsulatus SB 1003	272942	Terrestrial
GCF_000023545.1	4.67945	4108	3949	55.0	Musicola paradisiaca Ech703	579405	Plants
GCF_000026745.1	2.170808	2137	1991	41.0	Streptococcus suis BM407	568814	Mammals: Human
GCF_000069965.1	4.099895	3803	3632	39.0	Proteus mirabilis HI4320	529507	Mammals: Human
GCF_000091305.1	10.148695	8909	8613	71.5	Streptomyces scabiei 87.22	680198	Terrestrial
GCF_000156995.2	5.714458	5190	4968	58.0	Pseudomonas coronafaciens pv. oryzae str. 1_6	563797	Plants
GCF_000178875.2	5.368767	4659	4456	46.5	Shewanella baltica OS678	693973	Aquatic
GCF_000184435.1	5.783292	5559	5346	68.0	Mycolicibacterium gilvum Spyr1	278137	Terrestrial
GCF_000186005.1	1.118751	1035	969	27.0	Mycoplasmopsis fermentans M64	943945	Mammals: Human
GCF_000196095.1	5.16577	4710	4506	45.5	Vibrio parahaemolyticus RIMD 2210633	223926	Mammals: Human
GCF_000196475.1	5.094138	4503	4256	42.0	Photorhabdus asymbiotica	291112	Mammals: Human
GCF_000196515.1	5.486145	5697	4520	38.5	'Nostoc azollae' 0708	551115	Plants
GCF_000214235.1	5.44288	5121	4955	56.0	Serratia plymuthica AS9	768492	Plants
GCF_000219805.1	1.44147	1423	1341	35.5	Weissella koreensis KACC 15510	1045854	Food production
GCF_000221985.1	2.195458	2303	2083	40.0	Streptococcus pseudopneumoniae IS7493	1054460	Mammals: Human
GCF_000222975.1	4.658411	4245	3959	47.5	Yersinia pestis A1122	1035377	Mammals
GCF_000226625.1	1.638559	1564	1499	38.5	Taylorella asinigenitalis MCE3	1008459	Mammals
GCF_000233915.3	3.452554	3215	3089	67.5	Pseudoxanthomonas spadix BD-a59	1045855	Terrestrial
GCF_000238215.1	3.405521	2847	2705	47.0	Tannerella forsythia 92A2	203275	Mammals: Human
GCF_000250635.1	4.400185	3441	3364	46.5	Saprospira grandis str. Lewin	984262	Aquatic
GCF_000253315.1	2.210574	2054	1936	40.0	Streptococcus salivarius JIM8777	347253	Mammals: Human
GCF_000253375.1	4.482059	4206	3935	65.5	Mycobacterium canettii CIPT 140010059	1048245	Mammals: Human
GCF_000258535.2	8.8192	7497	7216	58.5	Paenibacillus mucilaginosus K02	997761	Terrestrial
GCF_000261345.2	7.783599	7028	6782	71.5	Streptomyces globisporus C-1027	1172567	Terrestrial
GCF_000277895.2	4.837576	4294	3811	63.5	Xanthomonas vasicola pv. musacearum NCPPB 4379	1094184	Plants
GCF_000280865.2	7.901452	6803	6589	71.5	Streptomyces auratus AGR0001	1160718	Terrestrial
GCF_000307585.2	2.837411	2892	2791	35.0	Thermoanaerobacterium saccharolyticum JW/SL-YS485	1094508	Aquatic
GCF_000309885.1	2.401329	2557	2446	68.5	Thermus oshimai JL-2	751945	Aquatic
GCF_000317305.3	5.421267	5156	5070	67.0	Mycolicibacterium neoaurum VKM Ac-1815D	700508	Terrestrial
GCF_000336465.1	5.512241	4949	4734	61.0	Pseudomonas poae RE*1-1-14	1282356	Plants
GCF_000376545.2	4.830028	4621	4493	59.0	Tritonibacter mobilis F1926	1265309	Aquatic
GCF_000487995.2	2.347083	2187	2115	31.0	Mucispirillum schaedleri ASF457	1379858	Mammals
GCF_000498655.1	2.163236	1909	1841	46.0	Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023	627343	Food production
GCF_000522545.2	9.482704	8425	8238	62.5	Paraburkholderia caribensis MBA4	1323664	Terrestrial
GCF_000696345.2	5.656185	5308	5123	62.5	Pseudomonas donghuensis	1163398	Aquatic
GCF_000696675.2	6.806506	6318	6180	62.5	Rhodococcus erythropolis R138	1289591	Plants
GCF_000709415.1	2.757557	2594	2497	33.0	Staphylococcus xylosus	1288	Mammals: Human
GCF_000783935.2	5.823931	5537	5304	55.5	Raoultella planticola	575	Aquatic
GCF_000785495.1	5.63736	5612	5538	73.0	Pimelobacter simplex	2045	Terrestrial
GCF_001020955.1	2.969361	2822	2707	66.0	Thioalkalivibrio versutus	106634	Aquatic
GCF_001281025.1	1.906344	1869	1772	40.0	Streptococcus mitis	28037	Mammals: Human
GCF_001281085.1	2.295822	2083	2012	59.5	Trueperella pyogenes	1661	Mammals
GCF_001399775.1	2.338641	2560	2442	68.0	Thermus aquaticus Y51MC23	498848	Aquatic
GCF_001465255.1	5.200139	5186	4981	49.5	Paenibacillus naphthalenovorans	162209	Terrestrial
GCF_001483865.1	5.681722	4947	4837	66.5	Roseateles depolymerans	76731	Aquatic
GCF_001558775.1	2.571829	2466	2352	34.0	Staphylococcus lugdunensis	28035	Mammals: Human
GCF_001559015.1	4.679853	4400	4303	66.0	Sphingopyxis granuli	267128	Terrestrial
GCF_001587155.1	5.530249	4896	4715	66.5	Ralstonia solanacearum	305	Terrestrial
GCF_001590685.1	4.674191	4499	4321	40.5	Sporosarcina psychrophila	1476	Terrestrial
GCF_001606025.1	3.349444	2795	2703	43.0	Psychrobacter alimentarius	261164	Food production
GCF_001611155.1	2.173661	2087	1968	38.5	Pediococcus damnosus	51663	Food production
GCF_001617625.1	3.938396	3344	3259	56.5	Microbulbifer thermotolerans	252514	Aquatic
GCF_001660045.1	7.766531	6978	6823	72.5	Streptomyces parvulus	146923	Terrestrial
GCF_001664265.1	6.478651	6323	6054	61.0	Rhizobium esperanzae	1967781	Plants
GCF_001664385.1	6.726041	6454	6197	61.5	Rhizobium phaseoli	396	Food production
GCF_001702155.1	3.321356	3019	2828	47.0	Secundilactobacillus paracollinoides	240427	Food production
GCF_001708425.1	6.124363	5440	5251	60.5	Pseudomonas corrugata	47879	Plants
GCF_001742225.1	6.918128	6533	6300	65.0	Novosphingobium resinovorum	158500	Aquatic
GCF_001874645.1	6.118567	5840	5523	58.5	Pseudomonas frederiksbergensis	104087	Terrestrial
GCF_001878675.1	3.917759	3897	3783	37.5	Virgibacillus halodenitrificans	1482	Aquatic
GCF_001908275.1	7.098239	6218	6015	46.0	Paenibacillus xylanexedens	528191	Terrestrial
GCF_001951095.1	2.363492	2239	2107	45.5	Weissella cibaria	137591	Food production
GCF_001984445.1	8.243179	7337	7093	72.0	Streptomyces lydicus	47763	Terrestrial
GCF_001999225.1	4.594697	4108	3896	39.0	Pseudoalteromonas aliena	247523	Aquatic
GCF_002073255.2	2.335516	2202	2113	40.5	Pasteurella multocida	747	Mammals: Human
GCF_002080125.1	1.994386	1905	1807	41.5	Moraxella catarrhalis	480	Mammals: Human
GCF_002082195.1	8.482298	7603	7319	71.0	Streptomyces gilvosporeus	553510	Terrestrial
GCF_002127965.1	2.468871	2288	2217	49.5	Oxalobacter formigenes	847	Mammals
GCF_002157855.1	4.295882	4357	4216	40.5	Sutcliffiella horikoshii	79883	Terrestrial
GCF_002285515.1	5.250904	4571	4279	63.5	Xanthomonas hortorum	56454	Plants
GCF_002370195.2	3.488104	3451	3265	36.5	Ureibacillus thermosphaericus	51173	Solid waste
GCF_002442935.1	3.007747	2920	2780	33.0	Staphylococcus nepalensis	214473	Mammals
GCF_002504085.1	5.532633	5207	5085	64.0	Sphingobium yanoikuyae	13690	Aquatic
GCF_002568625.1	8.918539	8126	7946	68.5	Nocardia terpenica	455432	Mammals: Human
GCF_002813575.1	10.231233	9773	9049	42.0	Nostoc flagelliforme CCNUN1	2038116	Terrestrial
GCF_002849795.1	3.913006	3036	2887	41.5	Prevotella jejuni	1177574	Mammals: Human
GCF_002849835.1	4.26352	3981	3823	36.5	Virgibacillus dokdonensis	302167	Aquatic
GCF_002892185.1	4.248079	4025	3931	60.0	Phaeobacter inhibens	221822	Aquatic
GCF_002983865.1	4.308791	4053	3975	59.0	Roseobacter denitrificans	2434	Aquatic
GCF_003013675.1	5.438826	5210	5101	68.5	Prescottella equi	43767	Mammals
GCF_003025345.2	6.164858	5762	5521	67.0	Pseudomonas paraeruginosa	2994495	Mammals: Human
GCF_003054475.1	5.386612	4737	4538	41.0	Nodularia spumigena UHCC 0039	1914872	Aquatic
GCF_003177055.1	6.810864	6498	6088	62.0	Sinorhizobium fredii CCBAU 25509	1128330	Plants
GCF_003253775.1	3.187112	3051	2330	58.0	Mycobacterium leprae	1769	Mammals: Human
GCF_003330785.1	7.50845	6745	6578	63.0	Paraburkholderia graminis	60548	Terrestrial
GCF_003443655.1	6.68449	6108	5789	41.5	Nostoc sphaeroides	446679	Aquatic
GCF_003571725.1	2.541629	2523	2399	33.0	Staphylococcus warneri	1292	Mammals: Human
GCF_003671975.1	6.079134	5757	5495	61.5	Pseudomonas monteilii	76759	Wastewater
GCF_003812505.1	2.257431	2262	2137	31.5	Staphylococcus hominis	1290	Mammals: Human
GCF_003851555.1	6.56233	6038	5849	59.5	Pseudomonas synxantha	47883	Plants
GCF_003932035.1	5.009413	4509	4338	52.0	Pectobacterium versatile	2488639	Plants
GCF_003932715.1	8.019548	6627	6446	72.0	Streptomyces tsukubensis	83656	Terrestrial
GCF_004011115.1	3.436894	3332	3207	67.0	Rathayibacter iranicus	59737	Plants
GCF_004116975.1	3.930735	3613	3456	37.5	Proteus hauseri	183417	Unclassified
GCF_004421025.1	4.396536	3630	3536	41.5	Sphingobacterium psychroaquaticum	561061	Aquatic
GCF_004771075.1	2.216758	2103	1974	45.0	Weissella confusa	1583	Food production
GCF_004843545.1	2.149841	2201	2023	37.5	Streptococcus pasteurianus	197614	Mammals: Human
GCF_005670685.2	6.099273	5969	5836	67.0	Mycolicibacterium mucogenicum DSM 44124	1226753	Mammals: Human
GCF_005862185.2	6.78261	6576	6264	61.0	Rhizobium hidalgonense	1538159	Plants
GCF_007814525.1	2.394574	2360	2247	37.0	Staphylococcus chromogenes	46126	Mammals
GCF_008369605.1	4.138412	3801	3627	47.5	Vibrio cholerae	666	Mammals: Human
GCF_008370715.1	6.738544	6052	5897	61.0	Pseudomonas brassicacearum	930166	Plants
GCF_008694105.1	3.290626	3282	3136	53.5	Schleiferilactobacillus harbinensis	304207	Food production
GCF_008704515.1	7.280536	6555	6274	72.5	Streptomyces viridosporus T7A	665577	Terrestrial
GCF_008803015.1	2.096943	2078	1927	41.0	Streptococcus ratti	1341	Mammals: Human
GCF_009363115.1	5.643381	5421	4977	46.0	Paenibacillus brasilensis	128574	Plants
GCF_009665415.1	4.63293	4205	3990	48.5	Vibrio cidicii	1763883	Aquatic
GCF_009755645.1	5.61201	5131	4981	61.0	Pseudomonas alkylphenolica	237609	Terrestrial
GCF_009856605.1	7.096012	5979	5837	41.5	Trichormus variabilis 0441	375899	Aquatic
GCF_009911755.1	6.095635	5719	5571	65.5	Pseudomonas knackmussii	65741	Wastewater
GCF_010450915.1	7.105405	6236	6035	51.0	Paenibacillus jilunlii	682956	Plants
GCF_011040435.1	5.313922	4844	4676	57.5	Pseudomonas psychrophila	122355	Aquatic
GCF_011045835.1	4.118748	3810	3659	39.0	Proteus terrae subsp. cibarius	626774	Mammals
GCF_011466855.1	2.449249	2428	2319	36.0	Staphylococcus agnetis	985762	Mammals
GCF_012029655.1	5.598454	5269	5061	57.5	Raoultella terrigena	577	Plants
GCF_013085545.1	4.761435	4180	4101	62.5	Oceanidesulfovibrio marinus	370038	Aquatic
GCF_013364315.1	8.452583	7498	7236	71.5	Streptomyces microflavus	1919	Terrestrial
GCF_013409125.2	4.934017	4643	4507	62.5	Pseudomonas sediminis	1691904	Plants
GCF_014109845.1	3.848207	3496	3360	69.0	Stenotrophomonas acidaminiphila	128780	Wastewater
GCF_014171495.1	8.824362	7913	7648	64.5	Paraburkholderia tropica	92647	Plants
GCF_014297595.2	2.933059	3032	2783	53.0	Neisseria musculi	1815583	Mammals
GCF_014697095.1	5.279693	4894	4772	54.5	Vreelandella titanicae	664683	Aquatic
GCF_014789145.1	1.593241	1576	1464	41.0	Weissella viridescens	1629	Food production
GCF_015244315.1	8.458055	7352	7077	72.5	Streptomyces olivaceus	47716	Terrestrial
GCF_015326725.1	3.78905	3939	3690	41.0	Thermaerobacillus caldiproteolyticus	247480	Wastewater
GCF_015377145.2	4.934136	4603	4416	58.5	Pseudomonas lundensis	86185	Food production
GCF_015689195.1	4.995896	4481	4314	52.0	Pectobacterium aroidearum	1201031	Unclassified
GCF_015689395.1	2.154778	2063	1932	41.5	Streptococcus equi subsp. zooepidemicus	40041	Mammals
GCF_015689495.1	4.437754	4099	4003	52.5	Vreelandella venusta	44935	Aquatic
GCF_016127455.1	2.772325	2684	2567	33.0	Staphylococcus equorum	246432	Food production
GCF_016128095.1	2.174327	2172	1984	39.5	Streptococcus dysgalactiae	1334	Mammals: Human
GCF_016599795.1	2.484808	2450	2324	31.5	Staphylococcus pasteuri	45972	Mammals: Human
GCF_016728785.1	3.543719	3471	3366	31.5	Thomasclavelia ramosa	1547	Mammals: Human
GCF_016747875.1	2.849946	2487	2380	39.0	Succinivibrio dextrinosolvens	83771	Mammals
GCF_016801755.1	4.046066	3955	3885	58.5	Sulfitobacter mediterraneus	83219	Aquatic
GCF_016861545.1	4.865109	4680	4423	66.0	Mycobacterium heckeshornense	110505	Mammals: Human
GCF_016888945.1	4.113613	3534	3353	45.5	Phocaeicola coprophilus	387090	Mammals: Human
GCF_016917755.1	9.857535	8704	8287	71.5	Streptomyces noursei	1971	Terrestrial
GCF_017068375.1	10.909875	10105	9649	67.0	Rhodococcus koreensis	99653	Wastewater
GCF_017167965.1	5.990776	5477	5332	60.0	Pseudomonas atacamensis	2565368	Terrestrial
GCF_017357285.1	7.811507	7565	7267	61.0	Rhizobium ruizarguesonis	2081791	Plants
GCF_017607425.1	6.073182	5867	5740	67.5	Rhizorhabdus wittichii	160791	Plants
GCF_018127765.1	2.990547	2487	2342	42.0	Prevotella veroralis	28137	Mammals: Human
GCF_018128125.1	2.999514	2403	2280	41.0	Prevotella histicola	470565	Mammals: Human
GCF_018141485.1	8.278595	7244	6976	72.0	Streptomyces alfalfae	1642299	Terrestrial
GCF_018207515.1	7.708938	6688	6513	52.0	Paenibacillus tritici	1873425	Plants
GCF_018279895.1	5.348976	4513	4344	45.5	Parabacteroides distasonis	823	Mammals: Human
GCF_018286635.1	4.828758	4771	4650	62.5	Sphingobium phenoxybenzoativorans	1592790	Terrestrial
GCF_018398475.1	5.938989	5491	5297	64.0	Pseudomonas qingdaonensis	2056231	Terrestrial
GCF_018604145.1	9.041977	7237	7034	51.5	Paenibacillus agaridevorans	171404	Aquatic
GCF_018802645.1	4.413527	4156	4012	62.0	Paludibacterium yongneupense	400061	Terrestrial
GCF_019334125.1	6.739623	6199	6083	61.5	Rhodococcus globerulus	33008	Terrestrial
GCF_019704535.1	4.545686	4292	4197	64.5	Stutzerimonas stutzeri	316	Mammals: Human
GCF_019797925.1	5.380608	4695	4518	43.5	Pseudoalteromonas piscicida	43662	Plants
GCF_019890955.1	4.885065	4612	4445	57.5	Pantoea dispersa	59814	Terrestrial
GCF_020079945.1	3.839721	3639	3469	56.5	Pantoea eucrina	472693	Mammals: Human
GCF_020542785.1	9.166298	8357	8101	67.0	Rhodococcus opacus PD630	543736	Terrestrial
GCF_020735445.1	3.551614	3005	2861	45.0	Segatella copri DSM 18205	537011	Mammals: Human
GCF_020810675.1	2.219635	2096	2008	36.5	Pasteurella canis	753	Mammals
GCF_020917325.1	5.999881	5211	5007	58.5	Pseudomonas savastanoi	29438	Plants
GCF_020971565.1	4.713035	4280	4009	51.0	Pectobacterium parvum	2778550	Plants
GCF_021028635.1	8.236582	7278	7043	71.5	Streptomyces huasconensis	1854574	Terrestrial
GCF_021283545.2	6.438596	5974	5722	61.5	Pseudomonas alloputida	1940621	Mammals: Human
GCF_021441905.1	3.999911	4154	3932	38.0	Priestia flexa	86664	Terrestrial
GCF_021560075.1	5.630196	5257	5000	62.5	Pseudomonas juntendi	2666183	Mammals: Human
GCF_022354085.1	5.192674	5004	4748	50.5	Shigella dysenteriae	622	Mammals: Human
GCF_022369495.1	4.02309	3679	3513	38.5	Proteus penneri	102862	Mammals: Human
GCF_022394675.1	5.568581	5373	5098	40.5	Peribacillus frigoritolerans	450367	Terrestrial
GCF_022592395.1	3.935981	3607	3425	40.5	Moellerella wisconsensis	158849	Food production
GCF_022637475.1	5.430172	5023	4848	52.5	Rahnella aceris	2703885	Mammals: Human
GCF_022812045.1	5.449819	4810	4576	44.5	Vibrio splendidus	29497	Aquatic
GCF_022845615.1	2.727503	2318	2240	46.5	Porphyromonas somerae	322095	Mammals: Human
GCF_023923245.1	9.118447	8079	7715	71.5	Streptomyces phaeoluteigriseus	114686	Terrestrial
GCF_024346605.1	7.327117	7046	6801	61.0	Rhizobium anhuiense bv. trifolii	2018689	Plants
GCF_024347115.1	4.687428	4064	3905	46.0	Vibrio ruber	184755	Aquatic
GCF_024401155.1	2.762635	2563	2448	37.5	Treponema putidum	221027	Mammals: Human
GCF_024666385.1	8.092115	7324	7101	72.0	Streptomyces yangpuensis	1648182	Terrestrial
GCF_024749065.1	5.994216	5422	5197	63.5	Pseudomonas sichuanensis	2213015	Wastewater
GCF_025200655.1	4.035522	3724	3564	38.0	Proteus vulgaris	585	Mammals: Human
GCF_025200715.1	7.595929	7522	7033	60.0	Rhizobium sullae	50338	Plants
GCF_025266575.1	5.228226	4405	4119	64.0	Xanthomonas prunicola	2053930	Plants
GCF_025558825.1	2.61675	2510	2402	38.5	Staphylococcus delphini	53344	Mammals
GCF_025558845.1	2.677037	2640	2518	32.5	Staphylococcus ureilyticus	94138	Mammals: Human
GCF_025560845.1	2.706864	2670	2556	33.5	Staphylococcus arlettae	29378	Food production
GCF_025561465.1	2.682239	2572	2461	36.0	Staphylococcus simulans	1286	Mammals: Human
GCF_025722975.1	6.558029	5965	5815	70.0	Rhodococcus aetherivorans	191292	Wastewater
GCF_026967515.2	5.045213	4626	4472	53.0	Rouxiella badensis	1646377	Terrestrial
GCF_027286365.1	3.753148	3482	3296	49.5	Salinivibrio proteolyticus	334715	Aquatic
GCF_027924785.1	6.389377	5784	5598	46.0	Vibrio nigripulchritudo	28173	Terrestrial
GCF_028421465.1	8.595635	7870	7625	72.0	Streptomyces xanthophaeus	67385	Terrestrial
GCF_028885395.1	3.855105	3870	3784	63.5	Roseovarius tolerans	74031	Aquatic
GCF_029011865.1	9.982274	8761	8321	71.5	Streptomyces yunnanensis	156453	Terrestrial
GCF_030060435.1	5.869008	5367	5170	45.0	Vibrio harveyi	669	Mammals: Human
GCF_030246965.1	2.10306	1921	1845	65.0	Trueperella bernardiae	59561	Mammals: Human
GCF_030291635.1	6.13348	5611	5447	62.0	Pseudomonas kurunegalensis	485880	Plants
GCF_030291735.1	5.160776	4906	4751	59.5	Serratia marcescens	615	Mammals: Human
GCF_030322905.1	4.45085	3913	3813	69.0	Pseudoxanthomonas winnipegensis	2480810	Mammals: Human
GCF_030505655.1	5.95244	5682	5488	55.5	Raoultella ornithinolytica	54291	Mammals: Human
GCF_030580635.1	4.058791	3765	3537	47.0	Vibrio metoecus	1481663	Aquatic
GCF_030759015.1	3.056428	2736	2623	53.0	Paramuribaculum intestinale	2094151	Mammals
GCF_032164335.1	5.014558	4586	4401	52.0	Winslowiella toletana	92490	Plants
GCF_032806925.1	8.950019	8241	7613	61.5	Paraburkholderia kirstenboschensis	1245436	Plants
GCF_033547155.1	4.500624	4175	4043	66.0	Pseudomonas benzenivorans	556533	Terrestrial
GCF_034047095.1	6.82812	5923	5562	59.0	Robbsia andropogonis	28092	Plants
GCF_034049535.1	2.090142	2051	1946	38.5	Pediococcus inopinatus	114090	Food production
GCF_034055775.1	5.688415	4627	4505	46.5	Paenibacillus hunanensis	539262	Plants
GCF_034358925.1	5.954639	5489	5301	62.5	Pseudomonas asiatica	2219225	Mammals: Human
GCF_034508895.1	4.486066	4133	4028	66.5	Stenotrophomonas geniculata	86188	Plants
GCF_035747985.1	4.487528	4269	4061	41.5	Providencia stuartii	588	Mammals: Human
GCF_035749905.1	5.176282	4915	4767	60.0	Serratia sarumanii	3020826	Mammals: Human
GCF_036051655.1	8.059414	7494	7301	69.5	Nocardia puris	208602	Mammals: Human
GCF_036177905.1	10.825738	9839	9365	70.0	Streptomyces canus	58343	Terrestrial
GCF_036227585.1	8.548654	7674	7430	70.5	Streptomyces niveus	193462	Terrestrial
GCF_036346855.1	10.954113	9598	9132	70.5	Streptomyces europaeiscabiei	146819	Plants
GCF_036700015.1	4.278682	4288	4150	45.0	Shouchella rhizosphaerae	866786	Terrestrial
GCF_036864995.1	5.478931	4911	4658	61.0	Pseudomonas trivialis	200450	Plants
GCF_037023725.1	5.25872	4841	4658	58.0	Pseudomonas bubulae	2316085	Food production
GCF_037023865.1	6.926935	6517	6227	62.0	Sinorhizobium meliloti	382	Plants
GCF_037333485.1	6.673148	6160	5980	48.5	Paenibacillus glucanolyticus	59843	Mammals: Human
GCF_038502305.1	3.829285	3478	3372	71.0	Propioniciclava soli	2775081	Terrestrial
GCF_039623705.1	3.094311	3268	3126	52.5	Sulfobacillus thermotolerans	338644	Terrestrial
GCF_040281505.1	6.749577	6086	5950	66.5	Pseudomonas solani	2731552	Plants
GCF_040616535.1	4.797729	4053	3910	65.5	Xanthomonas cannabis	1885674	Plants
GCF_041956365.1	4.537952	4138	4026	66.0	Stenotrophomonas lactitubi	2045214	Food production
GCF_042846945.1	6.533399	6103	5882	59.5	Pseudomonas moorei	395599	Terrestrial
GCF_044794325.1	2.940356	2798	2677	33.0	Staphylococcus pseudoxylosus	2282419	Mammals
GCF_045039635.1	7.215712	6253	6083	73.5	Streptomyces albidoflavus	1886	Terrestrial
GCF_046272155.1	6.326461	5818	5593	60.0	Pseudomonas paracarnis	2750625	Mammals
GCF_046529425.1	5.00137	4695	4506	53.0	Pantoea allii	574096	Plants
GCF_047223455.1	3.97351	3712	3611	67.0	Sphingomonas carotinifaciens	1166323	Plants
GCF_900184295.1	6.093513	5453	5293	59.0	Pseudomonas viridiflava	33069	Plants
