accession	genome_size_mb	genes_total_num	genes_protein_num	gc_percent	organism_taxId	organism_name	environment	gene_density
GCF_024346605.1	7.327117	7046	6801	61.0	2018689	Rhizobium anhuiense bv. trifolii	Plants	961.63
GCF_024347115.1	4.687428	4064	3905	46.0	184755	Vibrio ruber	Aquatic	867.0
GCF_024401155.1	2.762635	2563	2448	37.5	221027	Treponema putidum	Mammals: Human	927.74
GCF_024584605.1	6.369665	5815	5633	61.0	169669	Pseudomonas extremorientalis		912.92
GCF_024666385.1	8.092115	7324	7101	72.0	1648182	Streptomyces yangpuensis	Terrestrial	905.08
GCF_024746855.1	5.416459	4711	4537	43.5	184924	Pseudoalteromonas maricaloris		869.76
GCF_024749065.1	5.994216	5422	5197	63.5	2213015	Pseudomonas sichuanensis	Wastewater	904.54
GCF_024752535.1	8.033415	6770	6547	72.5	1888	Streptomyces albus		842.73
GCF_024971755.1	5.041619	4482	4302	46.0	332186	Shewanella xiamenensis		889.0
GCF_025200655.1	4.035522	3724	3564	38.0	585	Proteus vulgaris	Mammals: Human	922.81
GCF_025200715.1	7.595929	7522	7033	60.0	50338	Rhizobium sullae	Plants	990.27
GCF_025266575.1	5.228226	4405	4119	64.0	2053930	Xanthomonas prunicola	Plants	842.54
GCF_025558325.1	2.520325	2418	2280	36.0	1295	Staphylococcus schleiferi		959.4
GCF_025558825.1	2.61675	2510	2402	38.5	53344	Staphylococcus delphini	Mammals	959.21
GCF_025558845.1	2.677037	2640	2518	32.5	94138	Staphylococcus ureilyticus	Mammals: Human	986.16
GCF_025560845.1	2.706864	2670	2556	33.5	29378	Staphylococcus arlettae	Food production	986.38
GCF_025561465.1	2.682239	2572	2461	36.0	1286	Staphylococcus simulans	Mammals: Human	958.9
GCF_025722975.1	6.558029	5965	5815	70.0	191292	Rhodococcus aetherivorans	Wastewater	909.57
GCF_025914095.1	4.108301	3950	3790	57.5	1505757	Siccibacter colletis		961.47
GCF_026104315.1	4.594065	4260	4114	57.0	470931	Pantoea anthophila		927.28
GCF_026967515.2	5.045213	4626	4472	53.0	1646377	Rouxiella badensis	Terrestrial	916.91
GCF_027286345.1	3.449603	3150	2990	50.5	1908198	Salinivibrio kushneri		913.15
GCF_027286365.1	3.753148	3482	3296	49.5	334715	Salinivibrio proteolyticus	Aquatic	927.75
GCF_027924785.1	6.389377	5784	5598	46.0	28173	Vibrio nigripulchritudo	Terrestrial	905.25
GCF_028421465.1	8.595635	7870	7625	72.0	67385	Streptomyces xanthophaeus	Terrestrial	915.58
GCF_028473685.1	8.171535	7276	7082	63.0	420952	Paraburkholderia bryophila		890.41
GCF_028768405.1	6.861996	6232	6112	73.0	1874	Micromonospora chalcea		908.19
GCF_028868935.1	1.704267	1590	1527	37.5	29575	Taylorella equigenitalis		932.95
GCF_028885395.1	3.855105	3870	3784	63.5	74031	Roseovarius tolerans	Aquatic	1003.86
GCF_029011865.1	9.982274	8761	8321	71.5	156453	Streptomyces yunnanensis	Terrestrial	877.66
GCF_029457455.1	5.612657	5181	5039	68.0	1829	Rhodococcus rhodochrous		923.09
GCF_029541605.1	5.758353	5300	5118	46.0	190893	Vibrio coralliilyticus		920.4
GCF_029625475.1	7.750416	7017	6800	53.5	189691	Paenibacillus elgii		905.37
GCF_029774255.1	2.942339	2799	2690	33.5	1293	Staphylococcus gallinarum	Microbial	951.28
GCF_029854435.1	6.855582	6635	6417	60.5	515361	Neorhizobium petrolearium		967.82
GCF_029866925.1	2.223139	2328	2035	37.5	59310	Streptococcus macedonicus		1047.17
GCF_030016155.2	4.55903	4211	3958	44.0	351672	Xenorhabdus griffiniae		923.66
GCF_030053895.1	4.702252	4500	4299	54.5	379893	Trabulsiella odontotermitis		956.99
GCF_030060435.1	5.869008	5367	5170	45.0	669	Vibrio harveyi	Mammals: Human	914.46
GCF_030168915.1	4.714166	4108	3889	68.0	134874	Xanthomonas graminis pv. graminis		871.42
GCF_030246965.1	2.10306	1921	1845	65.0	59561	Trueperella bernardiae	Mammals: Human	913.43
GCF_030291635.1	6.13348	5611	5447	62.0	485880	Pseudomonas kurunegalensis	Plants	914.82
GCF_030291735.1	5.160776	4906	4751	59.5	615	Serratia marcescens	Mammals: Human	950.63
GCF_030294945.1	11.602651	10243	9729	70.5	68212	Streptomyces graminofaciens		882.82
GCF_030322905.1	4.45085	3913	3813	69.0	2480810	Pseudoxanthomonas winnipegensis	Mammals: Human	879.16
GCF_030505655.1	5.95244	5682	5488	55.5	54291	Raoultella ornithinolytica	Mammals: Human	954.57
GCF_030580635.1	4.058791	3765	3537	47.0	1481663	Vibrio metoecus	Aquatic	927.62
GCF_030759015.1	3.056428	2736	2623	53.0	2094151	Paramuribaculum intestinale	Mammals	895.16
GCF_030848765.1	5.034612	4432	4246	45.5	2726434	Shewanella oncorhynchi	Sewage treatment plant	880.31
GCF_030863865.1	8.181137	7209	7016	72.5	1928	Streptomyces rochei		881.17
GCF_030980095.1	6.354333	5960	5775	60.5	915099	Pseudomonas canadensis		937.94
GCF_032164335.1	5.014558	4586	4401	52.0	92490	Winslowiella toletana	Plants	914.54
GCF_032806925.1	8.950019	8241	7613	61.5	1245436	Paraburkholderia kirstenboschensis	Plants	920.78
GCF_032879645.1	4.683338	4499	4390	65.5	436663	Sphingopyxis indica		960.64
GCF_032922765.1	3.200504	2872	2808	35.0	906888	Nonlabens ulvanivorans		897.36
GCF_033109485.1	8.117999	7204	6988	71.5	66883	Streptomyces cyaneofuscatus		887.41
GCF_033547155.1	4.500624	4175	4043	66.0	556533	Pseudomonas benzenivorans	Terrestrial	927.65
GCF_034011435.1	6.799674	6253	6054	60.5	298	Pseudomonas marginalis		919.6
GCF_034047095.1	6.82812	5923	5562	59.0	28092	Robbsia andropogonis	Plants	867.44
GCF_034049535.1	2.090142	2051	1946	38.5	114090	Pediococcus inopinatus	Food production	981.27
GCF_034055775.1	5.688415	4627	4505	46.5	539262	Paenibacillus hunanensis	Plants	813.41
GCF_034358925.1	5.954639	5489	5301	62.5	2219225	Pseudomonas asiatica	Mammals: Human	921.8
GCF_034376865.1	3.959209	3929	3826	62.5	1775881	Sulfitobacter faviae		992.37
GCF_034508895.1	4.486066	4133	4028	66.5	86188	Stenotrophomonas geniculata	Plants	921.3
GCF_035747985.1	4.487528	4269	4061	41.5	588	Providencia stuartii	Mammals: Human	951.3
GCF_035749905.1	5.176282	4915	4767	60.0	3020826	Serratia sarumanii	Mammals: Human	949.52
GCF_035917655.1	8.87644	8057	7825	72.0	68174	Streptomyces anthocyanicus		907.68
GCF_035957715.1	11.71317	10196	9947	70.0	1923	Streptomyces phaeochromogenes		870.47
GCF_036051655.1	8.059414	7494	7301	69.5	208602	Nocardia puris	Mammals: Human	929.84
GCF_036073155.1	11.832677	10770	10225	70.0	68239	Streptomyces mirabilis		910.19
GCF_036142455.1	7.414253	6941	6820	67.0	53431	Nocardia salmonicida	Fish	936.17
GCF_036177905.1	10.825738	9839	9365	70.0	58343	Streptomyces canus	Terrestrial	908.85
GCF_036189845.1	7.57286	6639	6442	72.5	68213	Streptomyces griseoaurantiacus		876.68
GCF_036204065.1	10.308633	8854	8539	70.5	68274	Streptomyces tauricus		858.89
GCF_036227585.1	8.548654	7674	7430	70.5	193462	Streptomyces niveus	Terrestrial	897.69
GCF_036327715.1	2.00741	2031	1918	38.0	1249	Weissella paramesenteroides		1011.75
GCF_036345035.1	10.170903	9069	8806	71.0	67350	Streptomyces pseudovenezuelae		891.66
GCF_036346855.1	10.954113	9598	9132	70.5	146819	Streptomyces europaeiscabiei	Plants	876.2
GCF_036585405.1	6.801123	6253	5968	61.5	226910	Pseudomonas batumici		919.41
GCF_036700015.1	4.278682	4288	4150	45.0	866786	Shouchella rhizosphaerae	Terrestrial	1002.18
GCF_036864995.1	5.478931	4911	4658	61.0	200450	Pseudomonas trivialis	Plants	896.34
GCF_036894225.1	7.361451	6455	6269	45.5	1451	Paenibacillus amylolyticus		876.87
GCF_037023725.1	5.25872	4841	4658	58.0	2316085	Pseudomonas bubulae	Food production	920.57
GCF_037023865.1	6.926935	6517	6227	62.0	382	Sinorhizobium meliloti	Plants	940.82
GCF_037101365.1	5.521407	4856	4688	66.5	1310167	Ralstonia syzygii subsp. indonesiensis		879.49
GCF_037126205.1	9.68287	7993	7641	72.0	68042	Streptomyces hygroscopicus subsp. hygroscopicus		825.48
GCF_037333485.1	6.673148	6160	5980	48.5	59843	Paenibacillus glucanolyticus	Mammals: Human	923.1
GCF_037953065.1	4.731103	4264	4064	52.5	558541	Shewanella chilikensis		901.27
GCF_038086725.1	4.498533	4060	3767	41.0	85581	Photobacterium damselae subsp. damselae	Fish	902.52
GCF_038502305.1	3.829285	3478	3372	71.0	2775081	Propioniciclava soli	Terrestrial	908.26
GCF_039623705.1	3.094311	3268	3126	52.5	338644	Sulfobacillus thermotolerans	Terrestrial	1056.13
GCF_039634495.1	5.398139	5087	4891	61.0	47880	Pseudomonas fulva		942.36
GCF_040281505.1	6.749577	6086	5950	66.5	2731552	Pseudomonas solani	Plants	901.69
GCF_040409965.1	2.790832	2701	2548	39.0	152335	Paucilactobacillus suebicus		967.81
GCF_040616535.1	4.797729	4053	3910	65.5	1885674	Xanthomonas cannabis	Plants	844.77
GCF_040822035.1	5.289184	4922	4780	62.5	1288410	Pseudomonas guariconensis		930.58
GCF_040869025.1	4.856725	4439	4230	45.0	45658	Vibrio scophthalmi		913.99
GCF_041228765.1	9.235301	8414	8180	67.0	44752	Rhodococcus wratislaviensis		911.07
GCF_041475515.1	6.364443	5599	5487	68.5	171437	Tistrella mobilis		879.73
GCF_041956365.1	4.537952	4138	4026	66.0	2045214	Stenotrophomonas lactitubi	Food production	911.87
GCF_042846945.1	6.533399	6103	5882	59.5	395599	Pseudomonas moorei	Terrestrial	934.12
GCF_043632995.1	4.487544	4223	4110	67.0	69284	Pseudoxanthomonas japonensis		941.05
GCF_044794325.1	2.940356	2798	2677	33.0	2282419	Staphylococcus pseudoxylosus	Mammals	951.59
GCF_045039635.1	7.215712	6253	6083	73.5	1886	Streptomyces albidoflavus	Terrestrial	866.58
GCF_045041415.1	8.418602	7550	7321	72.0	285562	Streptomyces coelicoflavus		896.82
GCF_045160875.1	8.525584	7606	7342	72.5	67255	Streptomyces achromogenes		892.14
GCF_045161815.1	9.032248	8238	7961	72.0	1895	Streptomyces avidinii		912.07
GCF_046272155.1	6.326461	5818	5593	60.0	2750625	Pseudomonas paracarnis	Mammals	919.63
GCF_046529425.1	5.00137	4695	4506	53.0	574096	Pantoea allii	Plants	938.74
GCF_046773475.1	4.647088	4434	4347	62.0	889300	Nitratireductor aquimarinus		954.15
GCF_047223455.1	3.97351	3712	3611	67.0	1166323	Sphingomonas carotinifaciens	Plants	934.19
GCF_047553425.1	4.85388	4640	4547	62.0	2813827	Rhizobium cremeum		955.94
GCF_047946925.1	5.065571	4760	4666	71.5	28068	Rubrivivax gelatinosus		939.68
GCF_048398245.1	4.790293	4619	4489	66.0	86174	Thauera butanivorans		964.24
GCF_048537465.1	4.771707	4338	4035	41.0	48408	Photobacterium leiognathi subsp. mandapamensis		909.11
GCF_048572935.1	5.999678	5879	5631	38.5	86668	Neobacillus niacini		979.89
GCF_900087655.1	2.507188	2227	2135	67.5	1744	Propionibacterium freudenreichii		888.25
GCF_900184295.1	6.093513	5453	5293	59.0	33069	Pseudomonas viridiflava	Plants	894.89
GCF_900327255.1	2.078193	2238	1692	30.5	784	Orientia tsutsugamushi		1076.9
GCF_900475035.1	1.74638	1737	1600	38.5	1314	Streptococcus pyogenes	Mammals: Human	994.63
GCF_900603025.1	5.269097	4987	4811	69.5	1122247	Mycolicibacterium hassiacum DSM 44199	Mammals: Human	946.46
GCF_900636445.1	1.950305	1953	1759	39.5	1343	Streptococcus vestibularis		1001.38
GCF_900638135.1	5.376744	5046	4871	55.0	137545	Serratia quinivorans	Mammals	938.49
GCF_900638655.1	4.038704	3519	3392	45.5	82985	Pragia fontium	Aquatic	871.32
GCF_900682675.2	4.770427	4397	4259	57.5	437900	Pseudomonas marincola		921.72
GCF_903886475.1	1.791634	1857	1538	39.0	1308	Streptococcus thermophilus		1036.48
GCF_904830935.1	4.904228	4508	4382	39.5	1160	Planktothrix agardhii		919.21
GCF_905367715.1	4.997863	4317	4168	65.5	195709	Xanthomonas arboricola pv. juglandis		863.77
GCF_949794035.1	5.5252	5167	5005	55.0	28151	Serratia proteamaculans	Plants	935.17
GCF_964036635.1	2.808268	2477	2375	30.5	669041	Tenacibaculum dicentrarchi		882.04
GCF_964063155.1	2.163309	2176	2060	38.5	54062	Pediococcus parvulus		1005.87
GCF_965118185.1	7.745863	6860	6684	64.5	984307	Paraburkholderia kururiensis		885.63
GCF_000007905.1	1.799146	1858	1799	36.0	235279	Helicobacter hepaticus ATCC 51449	Mammals	1032.71
GCF_000009305.1	1.557588	1539	1367	38.0	382638	Helicobacter acinonychis str. Sheeba	Mammals	988.07
GCF_000010405.1	1.022154	996	952	31.5	412965	Candidatus Vesicomyidisocius calyptogenae	Mollusca	974.41
GCF_000010645.1	1.224919	1054	999	33.0	511995	Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	Arthropoda: Insects	860.47
GCF_000011225.1	1.358633	1070	1022	25.5	272633	Malacoplasma penetrans HF-2	Mammals: Human	787.56
GCF_000012325.1	5.37318	4584	4425	38.0	167879	Colwellia psychrerythraea 34H	Aquatic	853.13
GCF_000012565.1	1.31503	993	941	29.0	269484	Ehrlichia canis str. Jake	Mammals	755.12
GCF_000014005.1	5.650368	4994	4924	58.5	204669	Candidatus Koribacter versatilis Ellin345	Terrestrial	883.84
GCF_000015105.1	1.160782	1147	1088	34.0	413404	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	Aquatic	988.13
GCF_000020505.1	2.289249	2165	2086	56.0	517417	Chlorobaculum parvum NCIB 8327	Wastewater	945.72
GCF_000020565.1	1.884364	1492	1294	35.0	452471	Candidatus Amoebophilus asiaticus 5a2		791.78
GCF_000023745.1	3.082007	2960	2898	54.5	582744	Methylovorus glucosotrophus SIP3-4	Aquatic	960.41
GCF_000025065.1	4.818394	4282	4132	53.5	590409	Dickeya parazeae Ech586		888.68
GCF_000025225.2	1.809746	1545	1467	44.0	699246	Mageeibacillus indolicus UPII9-5	Mammals: Human	853.71
GCF_000146065.2	2.24682	1796	1738	38.0	459349	Candidatus Cloacimonas acidaminovorans str. Evry	Wastewater	799.35
GCF_000166415.1	2.613117	2462	2335	33.0	656519	Halanaerobium hydrogeniformans	Aquatic	942.17
GCF_000219355.1	1.183732	1499	1392	36.5	696127	Candidatus Midichloria mitochondrii IricVA	Arthropoda: Chelicerates	1266.33
GCF_000243135.2	3.624449	3488	3348	44.0	871963	Desulfitobacterium dichloroeliminans LMG P-21439	Terrestrial	962.35
GCF_000253015.1	1.522743	1287	1196	35.5	696125	Bartonella clarridgeiae 73	Mammals	845.19
GCF_000284315.1	2.559538	2495	2390	50.0	1162668	Leptospirillum ferrooxidans C2-3	Mammals: Human	974.79
GCF_000317495.1	5.620407	5101	4887	40.0	1173022	Crinalium epipsammum PCC 9333		907.59
GCF_000319385.1	1.481191	837	785	34.0	1193729	Candidatus Endolissoclinum faulkneri L2	Invertebrates	565.09
GCF_000392435.1	1.013781	1093	1036	48.5	1332188	Candidatus Saccharimonas aalborgensis		1078.14
GCF_000477435.1	2.99184	2514	2422	59.0	946483	Candidatus Symbiobacter mobilis CR		840.29
GCF_000496595.1	1.195201	1045	973	31.0	1261131	Candidatus Liberibacter americanus str. Sao Paulo		874.33
GCF_000513475.1	1.118422	1031	985	27.5	673862	Candidatus Babela massiliensis		921.83
GCF_000612685.1	3.952818	3650	3524	69.0	1437824	Castellaniella defragrans 65Phen	Plants	923.39
GCF_000730165.1	7.382386	6322	6205	67.5	1441467	Nitrospirillum viridazoti CBAmc		856.36
GCF_000730245.1	1.615277	1585	1515	35.0	86106	endosymbiont of Acanthamoeba sp. UWC8	Invertebrates	981.26
GCF_000742835.1	2.48511	2332	2189	41.0	91604	Candidatus Odyssella acanthamoebae	Unclassified	938.39
GCF_000801295.1	2.597759	2587	2412	65.0	1248727	endosymbiont of unidentified scaly snail isolate Monju		995.86
GCF_000829235.1	2.794318	1888	1739	33.5	1228987	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko		675.66
GCF_000953015.1	1.754988	1790	1721	44.5	1581680	Candidatus Methylopumilus turicensis	Aquatic	1019.95
GCF_000953715.1	2.053097	1905	1825	31.5	1006576	Defluviitoga tunisiensis	Bioreactor	927.87
GCF_001050435.1	3.006812	2703	2612	49.0	637971	Levilactobacillus koreensis		898.96
GCF_001077715.1	1.73384	1936	1698	38.0	2054173	Candidatus Coxiella mudrowiae	Arthropoda: Insects	1116.6
GCF_001444445.1	2.861432	2464	2353	46.5	76123	Hoylesella enoeca	Mammals: Human	861.11
GCF_001543305.1	1.522119	1393	1311	35.5	1273132	Liberibacter crescens	Plants	915.17
GCF_001545155.1	3.973651	3784	3553	63.0	507626	Halomonas chromatireducens		952.27
GCF_001547755.1	1.469434	1595	1532	38.5	1303921	endosymbiont of Bathymodiolus septemdierum str. Myojin knoll	Mollusca	1085.45
GCF_001553605.1	3.69931	3251	3171	61.0	44742	Desulfovibrio fairfieldensis		878.81
GCF_001558255.2	3.998439	3661	3482	49.5	673	Grimontia hollisae		915.61
GCF_001584725.1	1.622248	2252	1960	33.0	243899	endosymbiont 'TC1' of Trimyema compressum	Unclassified	1388.2
GCF_001702115.1	1.389742	1414	1302	34.0	53444	Fructilactobacillus lindneri		1017.46
GCF_001718555.1	7.42424	6699	6514	67.0	488729	Burkholderia metallica		902.31
GCF_001718875.1	5.705688	4852	4682	64.5	1503053	Burkholderia singularis	Aquatic	850.38
GCF_001735765.2	3.503506	3237	3071	26.5	394958	Clostridium taeniosporum	Aquatic	923.93
GCF_001746915.2	6.145247	5211	5084	48.5	1781255	Desertifilum tharense IPPAS B-1220	Aquatic	847.97
GCF_001886435.1	4.652214	4093	3983	44.5	314275	Alteromonas mediterranea	Aquatic	879.8
GCF_002022125.1	4.21672	3890	3806	35.5	1756150	Elizabethkingia ursingii	Terrestrial	922.52
GCF_002025725.1	5.445269	4944	4854	65.0	2014887	Herbaspirillum robiniae	Plants	907.94
GCF_002074155.1	4.803058	4446	4244	29.0	29341	Clostridium argentinense	Terrestrial	925.66
GCF_002076915.1	2.35936	2024	1938	71.0	1960083	Actinomyces gaoshouyii		857.86
GCF_002097535.1	4.142697	4138	4014	41.5	402384	Halobacillus mangrovi		998.87
GCF_002117145.1	1.838212	1830	1765	39.5	1414854	Candidatus Nucleicultrix amoebiphila FS5		995.53
GCF_002117445.1	2.713835	2706	2587	62.5	92947	Ketogulonicigenium robustum		997.11
GCF_002139855.1	1.640613	1688	1614	34.0	1660073	Campylobacter porcelli	Mammals	1028.88
GCF_002157165.1	4.058023	3822	3699	64.0	553814	Acidovorax carolinensis	Terrestrial	941.84
GCF_002173775.1	3.285832	3121	2959	52.0	481146	Acetobacter ascendens		949.84
GCF_002234495.1	5.857781	4917	4835	40.0	616991	Arenibacter algicola	Algae	839.4
GCF_002285715.1	5.285642	4938	4826	68.0	701042	Mycobacterium marseillense		934.23
GCF_002287885.2	1.238108	1277	1231	41.5	1884634	Candidatus Nanopelagicus limnae		1031.41
GCF_002287965.1	1.361776	1416	1366	48.0	1884914	Candidatus Planktophila dulcis		1039.82
GCF_002288005.1	1.223088	1280	1233	42.5	1884915	Candidatus Nanopelagicus hibericus		1046.53
GCF_002288065.1	1.344614	1392	1344	48.5	1884904	Candidatus Planktophila sulfonica		1035.24
GCF_002288145.1	1.326591	1389	1337	48.0	1884905	Candidatus Planktophila versatilis		1047.04
GCF_002288185.1	1.364004	1418	1370	45.5	1884907	Candidatus Planktophila vernalis		1039.59
GCF_002288305.1	1.161863	1215	1168	40.0	1884916	Candidatus Nanopelagicus abundans		1045.73
GCF_002288325.1	1.384812	1426	1375	48.0	1884913	Candidatus Planktophila lacus		1029.74
GCF_002288365.1	1.328793	1394	1342	45.0	573600	Candidatus Planktophila limnetica		1049.07
GCF_002302415.1	2.838633	2722	2617	40.0	1017	Capnocytophaga gingivalis		958.91
GCF_002302475.1	2.640475	2335	2264	34.5	28189	Capnocytophaga cynodegmi		884.31
GCF_002302495.1	2.855148	2558	2483	39.0	1019	Capnocytophaga sputigena		895.93
GCF_002302635.1	2.83135	2511	2444	36.0	1848904	Capnocytophaga stomatis		886.86
GCF_002327145.1	6.274078	5676	5495	62.0	368607	Janthinobacterium svalbardensis	Aquatic	904.67
GCF_002355955.1	1.410056	1397	1285	55.0	1725232	Candidatus Desulfovibrio trichonymphae		990.74
GCF_002549795.1	4.05303	3796	3678	68.5	475662	Halomonas beimenensis		936.58
GCF_002688585.1	1.160202	1271	1232	29.0	1925548	Candidatus Fonsibacter ubiquis	Aquatic	1095.5
GCF_002777255.1	6.44127	5836	5686	46.5	1761012	Candidatus Formimonas warabiya	Terrestrial	906.03
GCF_002847845.2	2.622382	2331	2179	36.0	13076	Globicatella sanguinis		888.89
GCF_002860685.3	2.292064	1924	1857	62.0	1870995	Actinotignum timonense		839.42
GCF_002871995.2	2.080063	1910	1831	56.0	66228	Gleimia europaea	Mammals: Human	918.24
GCF_002993285.1	4.006485	3657	3524	69.0	1004901	Gordonia iterans	Aquatic	912.77
GCF_003019315.1	2.716766	2726	2603	29.5	469616	Fusobacterium mortiferum ATCC 9817	Mammals: Human	1003.4
GCF_003049605.2	4.822805	4758	4499	37.5	436516	Lysinibacillus parviboronicapiens		986.56
GCF_003097575.1	2.067954	2063	1957	33.0	135569	Helicobacter apodemus		997.6
GCF_003101015.1	2.263191	2161	2058	39.5	189834	Actinobacillus porcitonsillarum	Mammals	954.85
GCF_003151025.1	2.018944	1902	1812	36.0	1218493	Lactobacillus kullabergensis		942.08
GCF_003173695.1	1.867232	1761	1675	37.0	1218494	Lactobacillus helsingborgensis	Arthropoda: Insects	943.11
GCF_003343305.1	3.945324	3859	3718	42.0	160453	Enterococcus gilvus	Mammals: Human	978.12
GCF_003346755.1	2.812536	2749	2653	27.5	197482	Malaciobacter halophilus	Aquatic	977.41
GCF_003351905.1	1.103593	976	903	39.0	650378	Cardinium endosymbiont of Sogatella furcifera	Arthropoda: Insects	884.38
GCF_003433515.1	3.703346	3700	3634	52.5	454601	Maritalea myrionectae	Terrestrial	999.1
GCF_003515985.1	4.015569	3640	3405	55.0	1082704	Lonsdalea britannica		906.47
GCF_003574135.1	3.020309	2066	1943	34.0	1763363	cyanobacterium endosymbiont of Rhopalodia gibberula		684.04
GCF_003687485.1	4.707469	4056	4002	40.0	1761453	Euzebyella marina	Aquatic	861.61
GCF_003691365.1	2.023834	1856	1784	38.0	2070537	Commensalibacter melissae	Arthropoda: Insects	917.07
GCF_003815615.1	4.390955	3976	3874	37.0	1493872	Chryseobacterium shandongense	Mammals: Human	905.5
GCF_003815695.1	5.459074	5019	4880	37.0	1124835	Chryseobacterium carnipullorum	Birds	919.39
GCF_003815875.1	5.618212	5073	4944	36.0	1241981	Chryseobacterium lactis		902.96
GCF_003815995.1	4.974086	4654	4472	33.5	246	Chryseobacterium balustinum	Fish	935.65
GCF_003932015.1	2.212508	2225	2148	61.0	471827	Candidatus Desulforudis audaxviator		1005.65
GCF_003966755.1	1.579735	1456	1378	39.5	676208	Candidatus Rickettsiella viridis	Plants	921.67
GCF_004102945.1	1.974201	1899	1842	53.0	1930593	Candidatus Velamenicoccus archaeovorus	WWTP	961.91
GCF_004124255.1	1.835598	904	820	39.5	1302376	Candidatus Pseudomonas adelgestsugas	Unclassified	492.48
GCF_004519515.1	2.251645	2209	2081	40.0	51049	Actinobacillus indolicus	Mammals	981.06
GCF_004524775.2	1.773424	1670	1624	27.5	72026	Helcococcus ovis		941.68
GCF_005890135.1	2.999408	2710	2568	68.5	1749	Acidipropionibacterium jensenii	Food production	903.51
GCF_006740765.1	4.380105	4259	4143	64.5	1396826	Leisingera aquaemixtae		972.35
GCF_007361795.1	3.11164	2813	2723	40.0	454	Legionella israelensis	Aquatic	904.02
GCF_007990365.1	2.870544	2647	2537	30.5	109328	Leptotrichia trevisanii		922.12
GCF_007990635.1	2.28418	2254	2162	30.0	554406	Leptotrichia hongkongensis	Mammals: Human	986.79
GCF_008726475.3	1.985575	1820	1731	42.5	3078812	Aerococcus tenax	Mammals: Human	916.61
GCF_008831385.1	1.836976	1822	1715	38.0	51664	Lapidilactobacillus dextrinicus		991.85
GCF_009002475.1	9.503417	6715	6586	39.5	2596890	Candidatus Uabimicrobium amorphum		706.59
GCF_009025875.1	1.807083	1780	1670	40.5	60519	Latilactobacillus graminis	Food production	985.01
GCF_009036245.1	4.711389	4518	4342	55.5	2071710	Enterobacter sichuanensis		958.95
GCF_009363095.1	7.424799	6790	6611	53.0	562959	Paenibacillus cellulositrophicus		914.5
GCF_009363155.1	5.292366	5051	4783	65.5	69964	Azotobacter salinestris	Terrestrial	954.39
GCF_009429125.1	4.208275	3782	3686	73.0	1133546	Luteimicrobium xylanilyticum	Arthropoda: Insects	898.71
GCF_009498235.1	4.703534	4365	4206	54.0	1808979	Candidatus Methylospira mobilis		928.03
GCF_009671065.1	2.61751	2629	2479	49.0	2666100	Neisseria brasiliensis	Mammals: Human	1004.39
GCF_009730295.1	1.796606	1732	1653	30.0	84135	Gemella sanguinis	Mammals: Human	964.04
GCF_009734445.1	2.360781	2319	2254	32.5	2293317	Candidatus Syntrophocurvum alkaliphilum		982.3
GCF_009796305.1	3.049426	3002	2894	44.5	55583	Dehalobacter restrictus		984.45
GCF_009914055.1	4.784919	4481	4262	53.5	1615494	Mixta intestinalis	Invertebrates	936.48
GCF_009914665.1	2.03689	1874	1809	39.5	1585976	Bergeyella cardium	Mammals: Human	920.03
GCF_010726765.1	6.301681	6221	6075	65.5	39689	Mycobacterium gallinarum		987.2
GCF_010731735.1	6.250641	6034	5904	69.0	1286180	Mycolicibacterium sediminis		965.34
GCF_011068405.5	11.474152	11072	10381	63.0	2823807	Bradyrhizobium barranii subsp. barranii	Plants	964.95
GCF_011801245.1	3.192248	3067	2996	73.5	1874630	Clavibacter capsici		960.76
GCF_012516355.1	8.511252	6735	6615	51.0	2725414	Chitinophaga oryzae	Plants	791.31
GCF_012516395.1	5.220684	4983	4711	38.0	315271	Dolichospermum flos-aquae CCAP 1403/13F	Aquatic	954.47
GCF_013170725.1	6.602217	6368	6179	63.0	1777866	Mesorhizobium erdmanii	Plants	964.52
GCF_013342985.1	1.188809	1388	1299	36.5	2738852	Candidatus Ruthia endofausta	Fish	1167.56
GCF_013343005.1	3.44695	3817	3593	54.0	2738883	Candidatus Reidiella endopervernicosa	Fish	1107.36
GCF_013374215.1	1.68286	1769	1656	40.0	104628	Helicobacter suis	Mammals	1051.19
GCF_013416015.1	1.760367	1788	1711	36.0	2561898	Candidatus Campylobacter infans	Mammals: Human	1015.7
GCF_013460135.1	2.424437	2535	1863	40.0	1231049	Arsenophonus endosymbiont of Aphis craccivora		1045.6
GCF_014023275.1	8.316316	7073	6706	41.5	1472755	Nostoc edaphicum CCNP1411		850.5
GCF_014054885.1	2.501534	2415	2295	48.5	607711	Neisseria wadsworthii		965.41
GCF_014054965.1	2.419744	2508	2326	58.0	607712	Neisseria shayeganii		1036.47
GCF_014211955.1	4.268603	4087	3956	64.5	450378	Croceicoccus marinus	Aquatic	957.46
GCF_014395785.1	4.488624	4373	4233	72.0	433659	Nocardioides mesophilus	Terrestrial	974.24
GCF_014466955.1	7.892862	7160	7001	69.0	480035	Nocardia wallacei	Mammals: Human	907.15
GCF_014489415.1	4.05721	3651	3509	40.0	2666332	Cylindrospermopsis curvispora GIHE-G1	Aquatic	899.88
